"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sox17",8.84945238944154e-295,0.94134109729618,0.952,0.568,1.59192799033664e-290,"0","Sox17"
"Icam2",4.7048543642972e-290,0.809864749568791,0.988,0.621,8.46356251593424e-286,"0","Icam2"
"Cxcl12",8.64748294525318e-263,1.26077791002669,0.96,0.623,1.5555957070216e-258,"0","Cxcl12"
"Sox18",9.82786853714536e-243,0.775141302041848,0.947,0.562,1.76793527114708e-238,"0","Sox18"
"Alpl",1.69384638755963e-239,0.815088823301552,0.78,0.34,3.04706026658102e-235,"0","Alpl"
"Txnip",1.30634988026933e-230,0.750064053295554,0.953,0.723,2.34999279961649e-226,"0","Txnip"
"Flt1",4.32592747814558e-227,0.757124885862924,0.978,0.621,7.78191094043608e-223,"0","Flt1"
"Slc9a3r2",3.52699686238892e-222,0.773151748013237,0.967,0.677,6.34471465575143e-218,"0","Slc9a3r2"
"Col18a1",4.80433157482722e-221,0.758784050006206,0.98,0.732,8.64251206995669e-217,"0","Col18a1"
"Podxl",2.15109398562234e-215,0.731648534162954,0.925,0.569,3.86960297073604e-211,"0","Podxl"
"Mecom",1.88093159969778e-212,0.709112247422782,0.937,0.629,3.38360785469633e-208,"0","Mecom"
"Egfl7",6.11940725321423e-210,0.648683667153069,0.996,0.681,1.10082017078071e-205,"0","Egfl7"
"Ly6c1",2.49500196951958e-207,0.807854423602728,0.925,0.513,4.48825904296877e-203,"0","Ly6c1"
"Gja4",5.27727124653779e-202,0.793084803547169,0.952,0.747,9.49328324539683e-198,"0","Gja4"
"Cav1",2.4370949557308e-200,0.690780624136232,0.984,0.855,4.38409011586414e-196,"0","Cav1"
"Vegfc",6.06495645330205e-195,0.634793186164383,0.922,0.573,1.09102501638451e-190,"0","Vegfc"
"Amd1",1.36224576049938e-190,0.817782182133864,0.86,0.583,2.45054389856233e-186,"0","Amd1"
"Epas1",4.1978939848345e-187,0.578671305729624,0.984,0.849,7.55159148931878e-183,"0","Epas1"
"Ptprb",3.59770269850517e-184,0.675672469896549,0.989,0.638,6.47190738434096e-180,"0","Ptprb"
"Slc6a6",1.82461639142579e-182,0.734213068293679,0.929,0.578,3.28230242653585e-178,"0","Slc6a6"
"Clec14a",1.49236884396061e-181,0.700226841959068,0.924,0.587,2.68462231340075e-177,"0","Clec14a"
"Cdh5",7.73467661496665e-178,0.60591158433906,0.989,0.632,1.39139097626635e-173,"0","Cdh5"
"Sema3g",5.11182710148677e-175,0.663517032573746,0.922,0.56,9.19566577286455e-171,"0","Sema3g"
"Hey1",2.01712079462837e-173,0.698084644809881,0.864,0.554,3.62859859745697e-169,"0","Hey1"
"Ecscr",9.44665396789851e-172,0.568966546477373,0.972,0.621,1.69935858228526e-167,"0","Ecscr"
"Tm4sf1",4.86389322030025e-166,0.563723411674133,0.997,0.921,8.74965751399812e-162,"0","Tm4sf1"
"Eng",8.27703782520075e-165,0.614264176117008,0.949,0.665,1.48895633437536e-160,"0","Eng"
"Atox1",1.95207100709929e-161,0.485584514607396,0.98,0.905,3.51158053467091e-157,"0","Atox1"
"Id1",1.45686735706628e-160,0.629291306234968,0.975,0.774,2.62075868862652e-156,"0","Id1"
"Cd36",7.66070871683317e-159,0.710255723327122,0.813,0.431,1.37808489107112e-154,"0","Cd36"
"Rbp7",8.99436188700114e-158,0.8758533893308,0.812,0.467,1.61799575985263e-153,"0","Rbp7"
"Pdgfb",3.1953717550966e-156,0.651392273713684,0.75,0.457,5.74815425024327e-152,"0","Pdgfb"
"Tmsb4x",1.29881088009434e-154,0.4359046234362,1,0.985,2.3364308922017e-150,"0","Tmsb4x"
"Adam15",2.86121588130172e-154,0.589088770879732,0.879,0.634,5.14704124887367e-150,"0","Adam15"
"S100a16",2.65422143641245e-150,0.540555265374812,0.952,0.685,4.77467894196236e-146,"0","S100a16"
"Prex2",8.95316337198277e-149,0.600342811896513,0.885,0.583,1.61058455898598e-144,"0","Prex2"
"S1pr1",4.86293162534848e-148,0.574229210207669,0.934,0.603,8.74792770083937e-144,"0","S1pr1"
"Esam",6.37177523747687e-148,0.491824342346628,0.966,0.818,1.14621864746971e-143,"0","Esam"
"S100a13",5.74505440351625e-147,0.52610458911644,0.941,0.745,1.03347783664854e-142,"0","S100a13"
"Nrp1",1.09179875730941e-146,0.561997497626885,0.966,0.732,1.96403678452389e-142,"0","Nrp1"
"Fam101b",3.2449825143285e-146,0.671387470249419,0.894,0.6,5.83739904502554e-142,"0","Fam101b"
"Clec2d",7.31801616828493e-146,0.66766993336456,0.863,0.611,1.31643792851278e-141,"0","Clec2d"
"Tspan13",7.22972363045434e-145,0.552150604865721,0.891,0.545,1.30055498388243e-140,"0","Tspan13"
"Tmem88",1.48848716116855e-140,0.58901394356071,0.743,0.465,2.67763955422611e-136,"0","Tmem88"
"Adgrf5",1.91053673006239e-139,0.582562998985561,0.892,0.556,3.43686452370923e-135,"0","Adgrf5"
"Cldn5",5.28013510691816e-139,0.579333021465119,0.986,0.655,9.49843504383508e-135,"0","Cldn5"
"Ramp2",1.01602461939403e-137,0.508039508674157,0.985,0.667,1.82772668782792e-133,"0","Ramp2"
"Azin1",6.98410810197668e-136,0.560970892383662,0.931,0.754,1.25637120646458e-131,"0","Azin1"
"Atp13a3",1.28171176620607e-135,0.72591862009195,0.809,0.575,2.30567129622811e-131,"0","Atp13a3"
"Fabp4",1.67483642789977e-135,0.521773566840775,1,0.78,3.0128632501489e-131,"0","Fabp4"
"F11r",2.39323736045773e-135,0.503601531740388,0.899,0.607,4.30519468772741e-131,"0","F11r"
"Hyal2",4.27190629326909e-135,0.549847973998554,0.729,0.47,7.68473223096177e-131,"0","Hyal2"
"Acvrl1",5.25857098215291e-135,0.525739614102113,0.781,0.519,9.45964333979487e-131,"0","Acvrl1"
"8430408G22Rik",9.70610697749837e-135,0.915627727543483,0.537,0.243,1.74603158418218e-130,"0","8430408G22Rik"
"Stmn2",6.20367862072342e-134,0.617031148667001,0.937,0.59,1.11597974708194e-129,"0","Stmn2"
"Ltbp4",2.28463441510487e-131,0.518650494389054,0.995,0.745,4.10982884933216e-127,"0","Ltbp4"
"Ly6a",2.18929617672469e-129,0.612786512784104,0.771,0.424,3.93832489231004e-125,"0","Ly6a"
"Cdk19",1.57988491303273e-128,0.562275722677472,0.77,0.523,2.84205497005457e-124,"0","Cdk19"
"Heg1",1.04688225870015e-126,0.534851301347903,0.937,0.649,1.88323649517569e-122,"0","Heg1"
"Vamp5",1.93224990681035e-125,0.549163038396282,0.752,0.514,3.47592435736114e-121,"0","Vamp5"
"Glul",5.72478937044645e-125,0.560912413443591,0.847,0.566,1.02983235984961e-120,"0","Glul"
"Tm6sf1",1.38679420483283e-124,0.564373923307929,0.758,0.551,2.49470409507378e-120,"0","Tm6sf1"
"Ace",6.81607759367497e-124,0.515621746352945,0.862,0.555,1.22614419832619e-119,"0","Ace"
"Rgs10",2.11503682884596e-123,0.519268109525396,0.8,0.537,3.804739751411e-119,"0","Rgs10"
"Rdx",1.03411113447587e-121,0.514319797076128,0.927,0.802,1.86026251980865e-117,"0","Rdx"
"Cyyr1",1.97276918450336e-117,0.522044355947166,0.771,0.489,3.54881448600309e-113,"0","Cyyr1"
"Cd93",6.75826633822322e-117,0.456135303132211,0.984,0.817,1.21574453158297e-112,"0","Cd93"
"Arglu1",2.37387128532544e-115,0.480488658329701,0.921,0.831,4.27035705517194e-111,"0","Arglu1"
"Mpzl1",2.56023449335649e-114,0.48551524532169,0.788,0.562,4.60560583009899e-110,"0","Mpzl1"
"Ehd1",2.50969499733354e-113,0.450576482092618,0.877,0.75,4.51469033070331e-109,"0","Ehd1"
"Pecam1",7.31795229335801e-113,0.466789256706422,0.992,0.642,1.31642643805217e-108,"0","Pecam1"
"Gimap1",1.61941102162831e-112,0.491913833503269,0.706,0.461,2.91315848680716e-108,"0","Gimap1"
"Nebl",7.84150885790525e-112,0.569448864142108,0.654,0.365,1.41060902844858e-107,"0","Nebl"
"Tspan7",1.34119731670128e-111,0.487490254712303,0.883,0.667,2.41267985301392e-107,"0","Tspan7"
"Myl12b",4.74372652099844e-111,0.458796504883981,0.901,0.771,8.53348963862409e-107,"0","Myl12b"
"Sema7a",7.78729857386094e-110,0.540820976278513,0.635,0.38,1.40085714045184e-105,"0","Sema7a"
"Mgll",1.06168283427947e-107,0.497947396321604,0.843,0.634,1.90986125058535e-103,"0","Mgll"
"Lima1",1.68769243963543e-107,0.491136247648055,0.8,0.581,3.03598992966018e-103,"0","Lima1"
"Mapk3",2.25125211375397e-106,0.410248237994459,0.929,0.735,4.04977742743203e-102,"0","Mapk3"
"Rps27",7.64114221040922e-106,0.314216001900093,0.998,0.96,1.37456507223051e-101,"0","Rps27"
"Gm42418",7.96059527061923e-104,0.29977360069025,0.999,0.991,1.43203148323169e-99,"0","Gm42418"
"Bst2",5.70620271652175e-103,0.537215967425014,0.767,0.59,1.0264888066751e-98,"0","Bst2"
"Ehd2",7.75507873564042e-103,0.398405614244044,0.954,0.855,1.39506111375435e-98,"0","Ehd2"
"Notch4",3.8571023858993e-102,0.441306772008706,0.707,0.459,6.93854148199424e-98,"0","Notch4"
"Jag2",3.65588188748346e-101,0.468707897074501,0.618,0.365,6.57656592739399e-97,"0","Jag2"
"Gnai2",1.38804640936815e-100,0.343512268108872,0.99,0.92,2.49695668581237e-96,"0","Gnai2"
"Bsg",4.92276556367612e-100,0.485908994519208,0.984,0.93,8.85556297249698e-96,"0","Bsg"
"Ece1",2.47668815784278e-99,0.444000863878554,0.866,0.618,4.45531432714339e-95,"0","Ece1"
"Tmod3",8.88756331311276e-99,0.446057718307143,0.884,0.686,1.59878376439585e-94,"0","Tmod3"
"AY036118",1.34609074487605e-97,0.42599419724818,0.959,0.89,2.42148264095752e-93,"0","AY036118"
"Ptprg",1.51120986669967e-97,0.473890347405642,0.777,0.567,2.71851542920604e-93,"0","Ptprg"
"Egfl8",9.38836262746605e-97,0.560367006472265,0.624,0.369,1.68887255305487e-92,"0","Egfl8"
"Clic1",4.27427290373257e-96,0.366162674769738,0.981,0.881,7.68898952652451e-92,"0","Clic1"
"Ly6e",1.82701111692713e-95,0.503348957192307,0.834,0.587,3.28661029824022e-91,"0","Ly6e"
"Sh3bgrl3",4.03319006724191e-95,0.374306339276325,0.936,0.795,7.25530561196147e-91,"0","Sh3bgrl3"
"Myo10",1.13464992806668e-94,0.510544573359615,0.728,0.504,2.04112175559915e-90,"0","Myo10"
"Cd81",3.00394284910829e-94,0.337175784163319,0.984,0.929,5.4037927912609e-90,"0","Cd81"
"Efnb2",1.89321167095188e-93,0.450022678182483,0.891,0.692,3.40569847487534e-89,"0","Efnb2"
"Crip2",2.96262251009509e-92,0.317054346364688,0.995,0.932,5.32946163341006e-88,"0","Crip2"
"Efna1",8.30401611139332e-91,0.520238242059888,0.7,0.481,1.49380945827854e-86,"0","Efna1"
"Kdr",1.52365288162268e-90,0.432022594516715,0.751,0.475,2.74089916875103e-86,"0","Kdr"
"Gata2",1.80239797111603e-90,0.450684200631459,0.669,0.439,3.24233371024062e-86,"0","Gata2"
"Lims2",2.57062805173931e-90,0.410764088897486,0.785,0.617,4.62430280227384e-86,"0","Lims2"
"Mllt4",6.24773811330326e-90,0.42376829601072,0.789,0.587,1.12390560920212e-85,"0","Mllt4"
"Tek",6.46659744762774e-90,0.412805167142711,0.817,0.563,1.16327621485375e-85,"0","Tek"
"Dll4",1.17315797055926e-88,0.511056065718009,0.718,0.487,2.11039387323905e-84,"0","Dll4"
"H2-D1",2.39657887349042e-88,0.399138802632844,0.982,0.779,4.31120573552192e-84,"0","H2-D1"
"St6galnac3",8.19101579951054e-88,0.451665197620433,0.637,0.414,1.47348183217395e-83,"0","St6galnac3"
"Rasip1",1.85641072430673e-87,0.382699725853335,0.859,0.587,3.33949725195537e-83,"0","Rasip1"
"Jam2",3.75434704940201e-87,0.417844360238644,0.765,0.526,6.75369490716928e-83,"0","Jam2"
"Mmrn2",2.05009190130608e-85,0.409263941092857,0.899,0.589,3.6879103212595e-81,"0","Mmrn2"
"Ybx1",1.11371337617201e-84,0.29474672254663,0.994,0.939,2.00345899239583e-80,"0","Ybx1"
"Alas1",1.38514945339122e-84,0.500930552752092,0.662,0.463,2.49174535170547e-80,"0","Alas1"
"Adgrl4",3.13820449871267e-84,0.46790608724895,0.625,0.397,5.64531607273423e-80,"0","Adgrl4"
"Ceacam1",2.64735917368901e-83,0.425466441810226,0.558,0.335,4.76233441754917e-79,"0","Ceacam1"
"Tmem100",6.77559177050132e-83,0.587581118502931,0.724,0.495,1.21886120359548e-78,"0","Tmem100"
"Kitl",9.18202730300652e-83,0.452305475767658,0.888,0.735,1.65175489153784e-78,"0","Kitl"
"Anp32a",1.10629096416027e-82,0.366996042014281,0.896,0.805,1.99010681542791e-78,"0","Anp32a"
"Tie1",1.1366612108768e-81,0.364571808503938,0.856,0.579,2.04473985224628e-77,"0","Tie1"
"Fam181b",3.36162842336198e-81,0.40321010965094,0.497,0.282,6.04723337078587e-77,"0","Fam181b"
"Mast4",1.67812372624489e-80,0.373022642862858,0.946,0.861,3.01877677114192e-76,"0","Mast4"
"Pcsk5",3.4376046738491e-80,0.451678815946606,0.768,0.522,6.18390704778714e-76,"0","Pcsk5"
"Cav2",1.19808763009451e-79,0.401570759658434,0.869,0.781,2.15523983777701e-75,"0","Cav2"
"Tcf15",1.87394935367473e-79,0.518284548844378,0.754,0.615,3.37104749232547e-75,"0","Tcf15"
"Tmem44",6.20060594225629e-79,0.431611360489059,0.592,0.402,1.11542700295248e-74,"0","Tmem44"
"Ifitm2",1.59522412033901e-78,0.3024691238031,0.993,0.93,2.86964867007784e-74,"0","Ifitm2"
"Eogt",1.81840497540788e-78,0.432719856522023,0.605,0.408,3.27112871026124e-74,"0","Eogt"
"Map4k3",2.08253754142089e-78,0.444381117451396,0.669,0.496,3.74627678326203e-74,"0","Map4k3"
"Car7",2.35543474398833e-78,0.417887557406337,0.415,0.207,4.23719156096061e-74,"0","Car7"
"Fn1",2.99042564906741e-78,0.446574268414637,0.963,0.835,5.37947670010736e-74,"0","Fn1"
"Srgn",4.84133597195596e-78,0.411371847250784,0.907,0.594,8.70907927995157e-74,"0","Srgn"
"Hspa12b",4.00094995438318e-77,0.402267151945383,0.556,0.354,7.1973088729399e-73,"0","Hspa12b"
"Pdcd4",9.97132823569144e-77,0.430916541242806,0.804,0.659,1.79374223631853e-72,"0","Pdcd4"
"Nhsl2",1.51700360010844e-76,0.463608161213202,0.685,0.502,2.72893777623507e-72,"0","Nhsl2"
"Flnb",2.04624492103465e-76,0.413804877107786,0.657,0.47,3.68098998844923e-72,"0","Flnb"
"Cd2ap",2.82188381317771e-76,0.386083834820933,0.872,0.711,5.07628679152539e-72,"0","Cd2ap"
"Ablim1",4.23879002481183e-76,0.38548631332011,0.793,0.575,7.625159375634e-72,"0","Ablim1"
"Fbln2",1.5513540400769e-75,0.351256365951375,0.991,0.69,2.79073078269433e-71,"0","Fbln2"
"Arhgap31",4.75699788572049e-75,0.376932501652177,0.855,0.649,8.5573634966226e-71,"0","Arhgap31"
"Abhd17a",4.81512544741609e-75,0.379373202423928,0.819,0.734,8.66192916735681e-71,"0","Abhd17a"
"Myct1",1.85079549534176e-74,0.397532547434869,0.768,0.535,3.32939601657029e-70,"0","Myct1"
"Ptprr",5.37655129434072e-74,0.483423767019141,0.451,0.238,9.67187812338952e-70,"0","Ptprr"
"Tspo",5.43606326393582e-74,0.405217392007972,0.899,0.821,9.77893420549415e-70,"0","Tspo"
"St8sia6",2.43255320557242e-73,0.397736788662099,0.467,0.256,4.37591996150422e-69,"0","St8sia6"
"Eps8l2",3.10999524674817e-73,0.391965106006891,0.574,0.366,5.59457044937529e-69,"0","Eps8l2"
"Rftn1",8.04518868920482e-73,0.388925146771556,0.604,0.412,1.44724899330105e-68,"0","Rftn1"
"Emcn",9.03586412153589e-72,0.321635589772883,0.573,0.341,1.62546159682309e-67,"0","Emcn"
"Fxyd5",9.29200732258439e-72,0.394673268091658,0.775,0.568,1.67153919725971e-67,"0","Fxyd5"
"Jup",9.78091089482064e-72,0.374432321732206,0.764,0.642,1.75948806086928e-67,"0","Jup"
"Itpr3",1.44685785255301e-70,0.395173928835353,0.592,0.397,2.60275259095761e-66,"0","Itpr3"
"She",1.67980727733495e-70,0.339541720312806,0.799,0.548,3.02180531119784e-66,"0","She"
"Orai1",2.10063528199967e-70,0.377403304445642,0.761,0.596,3.77883280878921e-66,"0","Orai1"
"Jag1",1.19018524949515e-69,0.395393306734809,0.914,0.804,2.14102424531683e-65,"0","Jag1"
"Rasgrp3",2.01290887816835e-68,0.427668951839461,0.644,0.424,3.62102178093704e-64,"0","Rasgrp3"
"Alox12",2.58291479393632e-68,0.354289804502885,0.398,0.202,4.64640542281204e-64,"0","Alox12"
"Ddah2",2.64234671514373e-68,0.308985808904358,0.872,0.723,4.75331750587206e-64,"0","Ddah2"
"C130074G19Rik",1.07109196581693e-67,0.388140967493025,0.59,0.405,1.92678733730807e-63,"0","C130074G19Rik"
"Nck1",3.05841110179499e-67,0.407647135295978,0.671,0.526,5.501775731019e-63,"0","Nck1"
"Ctnnb1",1.74429595336738e-66,0.310509830901956,0.949,0.88,3.13781399051259e-62,"0","Ctnnb1"
"Fbln5",3.21167609424707e-66,0.266579962737882,0.977,0.657,5.77748412594105e-62,"0","Fbln5"
"Pdgfd",9.08195258301819e-66,0.398856219206564,0.509,0.328,1.63375245015914e-61,"0","Pdgfd"
"Serpinf1",1.95332215839608e-65,0.323911228016583,0.802,0.548,3.51383123073872e-61,"0","Serpinf1"
"Anxa3",6.1200603565542e-65,0.327901696626306,0.857,0.716,1.10093765754054e-60,"0","Anxa3"
"Arhgap5",7.25559428376902e-65,0.392846702615879,0.763,0.666,1.30520885570721e-60,"0","Arhgap5"
"Ushbp1",8.34402584664587e-65,0.406088684209532,0.615,0.436,1.50100680955312e-60,"0","Ushbp1"
"Lpar4",9.31516718177341e-65,0.515201327077337,0.644,0.462,1.67570542432922e-60,"0","Lpar4"
"Fbn1",9.4923344776482e-65,0.372253450727643,0.914,0.801,1.70757604918413e-60,"0","Fbn1"
"Lgals9",1.9921236946105e-64,0.377243841550573,0.627,0.442,3.58363131423482e-60,"0","Lgals9"
"Smco4",5.92252006218533e-64,0.353931103285533,0.708,0.572,1.06540213398652e-59,"0","Smco4"
"Ets1",6.1359559931558e-64,0.41361354108369,0.751,0.553,1.1037971236088e-59,"0","Ets1"
"Marcks",1.03684397695235e-63,0.309386001652595,0.916,0.699,1.86517863013959e-59,"0","Marcks"
"Sdpr",1.31157244878047e-63,0.327688939747134,0.943,0.734,2.35938767811118e-59,"0","Sdpr"
"Adgre5",2.62241251109232e-63,0.398681233035599,0.68,0.534,4.71745786620398e-59,"0","Adgre5"
"Fam198b",3.75931536201109e-63,0.407288253645061,0.686,0.515,6.76263240472175e-59,"0","Fam198b"
"Arpc1b",5.48414984629669e-63,0.28506424173431,0.962,0.839,9.86543715850311e-59,"0","Arpc1b"
"Col8a1",1.46937978139585e-62,0.362410335189179,0.749,0.502,2.64326728875299e-58,"0","Col8a1"
"Lmo1",2.03734446215332e-62,0.455299590014937,0.615,0.419,3.66497895296761e-58,"0","Lmo1"
"Igf2",3.80970860822195e-62,0.288294977715605,0.889,0.639,6.85328481533047e-58,"0","Igf2"
"Ephb4",4.02186072224562e-62,0.369920852796861,0.598,0.437,7.23492525324765e-58,"0","Ephb4"
"Ssu72",6.42050689054367e-62,0.341991832319437,0.78,0.71,1.1549849845399e-57,"0","Ssu72"
"Gper1",1.23368579894046e-61,0.454307655445744,0.528,0.344,2.219277383714e-57,"0","Gper1"
"Fgd5",2.03504093733908e-61,0.327900984183685,0.69,0.498,3.66083514217927e-57,"0","Fgd5"
"Bmx",5.64174499877677e-61,0.366650794908489,0.696,0.478,1.01489350782995e-56,"0","Bmx"
"9430020K01Rik",1.21922039917706e-60,0.328171743732448,0.741,0.563,2.19325557607961e-56,"0","9430020K01Rik"
"Tcf4",1.6254807433654e-60,0.320493349813714,0.975,0.831,2.92407730924002e-56,"0","Tcf4"
"Chmp2a",1.68460452222523e-60,0.281386877922819,0.877,0.835,3.03043507503097e-56,"0","Chmp2a"
"4931406P16Rik",2.59395231379274e-60,0.326336061615462,0.848,0.721,4.66626081728175e-56,"0","4931406P16Rik"
"Elk3",8.43748450759437e-60,0.333112925302864,0.813,0.676,1.51781908807115e-55,"0","Elk3"
"Ccm2l",1.36446451336317e-59,0.356288656807339,0.573,0.401,2.45453521308901e-55,"0","Ccm2l"
"Prcp",1.15418354850715e-58,0.35465158639865,0.644,0.465,2.07626078540951e-54,"0","Prcp"
"Cd38",3.04456960755739e-58,0.341656562689262,0.504,0.324,5.47687626703499e-54,"0","Cd38"
"App",1.03921995966079e-57,0.309991280467811,0.934,0.864,1.86945278543379e-53,"0","App"
"Pik3r3",1.49546456554225e-57,0.350321340589644,0.626,0.446,2.69019120695396e-53,"0","Pik3r3"
"Nav1",3.90066496864066e-57,0.359289901246732,0.719,0.551,7.01690621208768e-53,"0","Nav1"
"Ucp2",9.9943405443382e-57,0.36368751363132,0.735,0.544,1.797881920521e-52,"0","Ucp2"
"Fis1",1.39715976554183e-56,0.250707561517803,0.892,0.844,2.5133507022332e-52,"0","Fis1"
"Crybg3",1.77756316318076e-56,0.370429115174301,0.491,0.33,3.19765837424587e-52,"0","Crybg3"
"Mxd4",2.14576448355411e-56,0.329122495079497,0.782,0.693,3.86001572946549e-52,"0","Mxd4"
"Sema6a",9.40797896241026e-56,0.357552636777502,0.707,0.524,1.69240133554798e-51,"0","Sema6a"
"Tgfbr2",3.49198053577912e-55,0.380490212692395,0.682,0.568,6.28172378581306e-51,"0","Tgfbr2"
"Nos3",5.00002799298023e-55,0.322251766366082,0.733,0.528,8.99455035657213e-51,"0","Nos3"
"Dync1h1",7.99528349464068e-55,0.363793698863442,0.774,0.706,1.43827154785091e-50,"0","Dync1h1"
"Polr2e",9.68135360115123e-55,0.339988577272594,0.688,0.599,1.74157869931109e-50,"0","Polr2e"
"Tmbim6",1.54666663565286e-54,0.28318539595626,0.891,0.83,2.78229861087593e-50,"0","Tmbim6"
"Parvb",2.2148764199258e-54,0.322238624825903,0.621,0.45,3.98434119180452e-50,"0","Parvb"
"Adcy4",2.22150325218822e-54,0.331326643348515,0.615,0.455,3.99626220036139e-50,"0","Adcy4"
"Git2",9.31695834185152e-54,0.35363765429809,0.642,0.515,1.67602763611567e-49,"0","Git2"
"Vps36",1.1174025307562e-53,0.336418967908776,0.732,0.64,2.01009541257734e-49,"0","Vps36"
"Arhgef15",2.26361629853338e-53,0.379290121983281,0.546,0.383,4.07201935943169e-49,"0","Arhgef15"
"Smad7",2.66914944959918e-53,0.317305084991408,0.859,0.768,4.80153294488397e-49,"0","Smad7"
"Hhex",2.69428789988246e-53,0.380478727674535,0.498,0.335,4.84675450309857e-49,"0","Hhex"
"Fkbp1a",6.3656440753317e-53,0.258275918439572,0.957,0.903,1.14511571271142e-48,"0","Fkbp1a"
"Timp3",1.1799805343219e-52,0.333574403769754,0.927,0.846,2.12266698319166e-48,"0","Timp3"
"Dnm3",1.22699402787856e-52,0.369977359848602,0.422,0.252,2.20723955675074e-48,"0","Dnm3"
"Kif26a",1.25786492130549e-52,0.333818339332285,0.58,0.419,2.26277320693645e-48,"0","Kif26a"
"Sptbn1",2.22712572998771e-52,0.272269841280814,0.973,0.894,4.00637647567488e-48,"0","Sptbn1"
"Kank3",4.94904881201613e-52,0.341193623707662,0.499,0.338,8.90284390793581e-48,"0","Kank3"
"Myl12a",6.64212935728092e-52,0.281727943230726,0.949,0.891,1.19485265008126e-47,"0","Myl12a"
"Sh3glb1",8.30200728272166e-52,0.25283723094433,0.927,0.866,1.4934480900888e-47,"0","Sh3glb1"
"Mmp15",9.50182606173617e-52,0.349002391678973,0.493,0.333,1.70928349024572e-47,"0","Mmp15"
"Itpkb",1.12167381419971e-51,0.350732879114479,0.64,0.485,2.01777902436386e-47,"0","Itpkb"
"Hmcn1",1.34278690511444e-51,0.391572937685717,0.712,0.519,2.41553936361036e-47,"0","Hmcn1"
"Cnn3",1.095276865041e-50,0.293841368303263,0.837,0.712,1.97029355252225e-46,"0","Cnn3"
"Plekhg1",2.01926901890188e-50,0.342764576008585,0.548,0.398,3.63246303810259e-46,"0","Plekhg1"
"Aplp2",2.90055245891561e-50,0.276004432462895,0.923,0.864,5.21780381834328e-46,"0","Aplp2"
"Gja5",5.83707024668014e-50,0.366848159592826,0.609,0.407,1.05003056667529e-45,"0","Gja5"
"Cbfa2t3",9.32222410560513e-50,0.337135566590714,0.722,0.568,1.67697489435731e-45,"0","Cbfa2t3"
"Ifi203",4.5779464997232e-49,0.343707692592374,0.543,0.374,8.23526795835206e-45,"0","Ifi203"
"Ptprm",1.00844726260175e-48,0.311808556239351,0.712,0.555,1.81409578069428e-44,"0","Ptprm"
"Wasf2",1.15705755548291e-48,0.281181682242109,0.856,0.767,2.08143083655821e-44,"0","Wasf2"
"Abcb1a",1.81064360793025e-48,0.372227708579835,0.484,0.323,3.25716678630573e-44,"0","Abcb1a"
"Ifitm3",1.93725911181086e-48,0.262014730671607,0.984,0.917,3.48493541623655e-44,"0","Ifitm3"
"Trim47",2.17576439421454e-48,0.311108961364785,0.771,0.644,3.91398256875253e-44,"0","Trim47"
"Msn",6.23938496957914e-48,0.262697117603309,0.944,0.848,1.12240296217759e-43,"0","Msn"
"Uaca",1.19625998715992e-47,0.292960765112402,0.69,0.532,2.15195209090199e-43,"0","Uaca"
"Anxa2",1.55783740956471e-47,0.269679983711435,0.871,0.795,2.80239371606595e-43,"0","Anxa2"
"Itm2c",1.73964219110333e-47,0.310598390343959,0.792,0.722,3.12944233757577e-43,"0","Itm2c"
"Cdkn1c",1.85204874901748e-47,0.40556724952467,0.795,0.691,3.33165049460755e-43,"0","Cdkn1c"
"Ctnnbip1",2.02437021218589e-47,0.273105675270441,0.723,0.605,3.64163957470119e-43,"0","Ctnnbip1"
"Inpp1",2.80093561163812e-47,0.322508623046655,0.545,0.414,5.03860307177582e-43,"0","Inpp1"
"Rps6ka3",8.18499235566315e-47,0.32195405793891,0.696,0.571,1.47239827486024e-42,"0","Rps6ka3"
"Ctsd",2.37877888414898e-46,0.344651734035643,0.867,0.812,4.2791853346956e-42,"0","Ctsd"
"Psme1",3.06330971531338e-46,0.26800098312121,0.824,0.775,5.51058784687723e-42,"0","Psme1"
"Gimap4",4.00269071336571e-46,0.326514613415894,0.543,0.396,7.20044032427357e-42,"0","Gimap4"
"Plcb1",5.1389462208968e-46,0.37252668968886,0.53,0.387,9.24445035677125e-42,"0","Plcb1"
"Rgs3",5.62109925364115e-46,0.300121735894692,0.653,0.536,1.01117954473751e-41,"0","Rgs3"
"Agrn",8.00243188657825e-46,0.322199797607496,0.759,0.674,1.43955747207656e-41,"0","Agrn"
"Tox2",8.042129792196e-46,0.311866241012804,0.515,0.363,1.44669872831814e-41,"0","Tox2"
"Cd151",9.80178438356459e-46,0.25567615905455,0.851,0.798,1.76324299275943e-41,"0","Cd151"
"Cmtm8",1.14995734736462e-45,0.312093431293332,0.503,0.346,2.06865827217421e-41,"0","Cmtm8"
"Bnip3l",3.36678007382322e-45,0.261369134419806,0.87,0.785,6.05650067480059e-41,"0","Bnip3l"
"Fnbp1l",3.76983563530963e-45,0.298414114739705,0.7,0.582,6.78155732435849e-41,"0","Fnbp1l"
"Plod1",5.12335109350643e-45,0.286715957488247,0.731,0.599,9.21639628210872e-41,"0","Plod1"
"Cltb",9.1187733807934e-45,0.291589324532632,0.797,0.747,1.64037614347093e-40,"0","Cltb"
"Sri",1.59077133195261e-44,0.264486472547098,0.852,0.788,2.86163854904955e-40,"0","Sri"
