"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Clec3b",5.31224931105648e-158,2.07399413086049,0.809,0.1,9.79738140438147e-154,"0","Clec3b"
"Smoc2",2.83134337740303e-135,1.19674295961466,0.643,0.058,5.22184659094441e-131,"0","Smoc2"
"Lum",9.96915291610545e-132,1.73442449667641,0.948,0.224,1.83861087231733e-127,"0","Lum"
"Dpt",1.2242797110222e-131,1.4804635797337,0.961,0.207,2.25793907103823e-127,"0","Dpt"
"Entpd2",1.89641141679338e-128,1.08921412854084,0.57,0.044,3.49755157599203e-124,"0","Entpd2"
"Pcsk6",7.05946840661588e-128,1.13631141833657,0.622,0.057,1.30197775823217e-123,"0","Pcsk6"
"Col6a1",1.32797687918274e-127,1.4924437085457,0.974,0.245,2.44918775827674e-123,"0","Col6a1"
"Tnxb",1.37146337685636e-125,1.29786261182923,0.861,0.149,2.52938990593618e-121,"0","Tnxb"
"Col6a2",4.54579062946359e-122,1.36876756999086,0.93,0.215,8.38380165791971e-118,"0","Col6a2"
"Spon2",9.19641220235215e-122,1.40731075442704,0.67,0.078,1.69609430247981e-117,"0","Spon2"
"Lama2",2.04922548328483e-121,1.33691738813914,0.865,0.165,3.77938655882221e-117,"0","Lama2"
"Itm2a",4.97045527585284e-121,1.63899268423755,0.909,0.221,9.1670106652554e-117,"0","Itm2a"
"Matn2",7.79165812094595e-120,1.04063821784073,0.735,0.1,1.43701550724606e-115,"0","Matn2"
"Dcn",7.96045797977718e-117,1.69991543356584,1,0.361,1.4681472652103e-112,"0","Dcn"
"Col3a1",1.39887597507539e-114,1.88424411782892,1,0.464,2.57994696083154e-110,"0","Col3a1"
"Col5a1",1.44395248301566e-114,1.412511638519,0.965,0.266,2.66308156442578e-110,"0","Col5a1"
"Lsp1",3.34268886677066e-113,1.36946974717536,0.839,0.17,6.16492107698513e-109,"0","Lsp1"
"Mfap5",5.69476823395455e-113,1.8699586624001,0.874,0.206,1.05028610538824e-108,"0","Mfap5"
"Fndc1",3.61415577514293e-111,1.15033148453385,0.813,0.147,6.6655874960961e-107,"0","Fndc1"
"Ogn",5.48675218415839e-111,1.40094941167823,0.813,0.152,1.01192170532433e-106,"0","Ogn"
"Abca8a",6.21878907727636e-111,1.07169812900601,0.713,0.105,1.14693126952208e-106,"0","Abca8a"
"Col14a1",1.01871104142014e-105,1.26642379452819,0.952,0.263,1.87880877369117e-101,"0","Col14a1"
"Islr",6.2424698839945e-105,1.01788835997099,0.722,0.122,1.15129872070511e-100,"0","Islr"
"Aspn",1.21656824023361e-104,1.25858074518278,0.961,0.263,2.24371680546284e-100,"0","Aspn"
"Pcolce",1.45771909641449e-103,1.28588797619429,0.922,0.266,2.68847132951725e-99,"0","Pcolce"
"Gas1",4.11354269482166e-103,1.29760059252773,0.826,0.186,7.58660679205959e-99,"0","Gas1"
"Htra3",2.18514399323604e-102,1.20156580274134,0.687,0.112,4.03006106672522e-98,"0","Htra3"
"Loxl1",3.67801048208595e-102,1.15135463544329,0.93,0.234,6.78335473211112e-98,"0","Loxl1"
"Gsn",2.54625060575478e-101,1.461233271182,0.961,0.349,4.69604999219355e-97,"0","Gsn"
"Col1a1",3.58250916324671e-100,1.40450704698763,1,0.379,6.6072216497759e-96,"0","Col1a1"
"Itih5",3.52448071120877e-98,1.05205026827627,0.778,0.149,6.50019977568233e-94,"0","Itih5"
"Fbln1",1.25694165246461e-96,1.09256473775994,0.848,0.187,2.31817748964048e-92,"0","Fbln1"
"Col6a3",1.43542985969232e-95,1.20432817013301,0.843,0.208,2.64736329023054e-91,"0","Col6a3"
"Angptl2",2.50783305433184e-95,1.05763873766666,0.835,0.198,4.62519650210421e-91,"0","Angptl2"
"Thbs2",3.15112748665796e-92,1.0577127762727,0.787,0.167,5.81162442364328e-88,"0","Thbs2"
"Lpar1",8.69081946133087e-91,0.960198075557186,0.596,0.089,1.60284783325325e-86,"0","Lpar1"
"Medag",2.04948280534692e-90,0.844091493340296,0.5,0.055,3.77986113790132e-86,"0","Medag"
"Lamb1",2.30140648454493e-90,1.3574798672593,0.926,0.341,4.24448397944621e-86,"0","Lamb1"
"Nrk",6.96204002253702e-88,0.975322774567042,0.552,0.078,1.2840090413565e-83,"0","Nrk"
"Mmp2",2.30107240812158e-87,1.04604092288931,0.913,0.265,4.24386784229863e-83,"0","Mmp2"
"Akap12",4.05226613426756e-87,1.16389195148631,0.887,0.291,7.47359443142967e-83,"0","Akap12"
"Postn",1.08951932468794e-86,1.27810444351084,0.987,0.392,2.00940049052196e-82,"0","Postn"
"Ptn",1.50847306409902e-85,1.42343633712073,0.913,0.289,2.78207687211783e-81,"0","Ptn"
"Col1a2",4.10101279799346e-85,1.28413910454627,0.996,0.492,7.56349790333933e-81,"0","Col1a2"
"Pdgfra",6.88602083939927e-85,1.02985902404483,0.635,0.11,1.26998882341041e-80,"0","Pdgfra"
"Cygb",1.85205330615915e-83,0.980447070925372,0.77,0.176,3.41574191254932e-79,"0","Cygb"
"Sdc2",1.03090874351361e-82,0.945882711366303,0.791,0.205,1.90130499566214e-78,"0","Sdc2"
"Tcf21",1.88951107920056e-82,0.847517056451242,0.622,0.106,3.4848252833696e-78,"0","Tcf21"
"Mfap4",8.48506405331939e-82,1.28047265884403,0.913,0.266,1.5649003633537e-77,"0","Mfap4"
"Kcnk2",1.91778741951821e-81,0.81336785617822,0.43,0.042,3.53697533781744e-77,"0","Kcnk2"
"Pmp22",5.8775057013144e-81,1.03271619901151,0.822,0.241,1.08398837649341e-76,"0","Pmp22"
"Rarres2",9.11428536749458e-81,0.895906908685475,0.874,0.25,1.68094765032702e-76,"0","Rarres2"
"Gpx3",1.06726086649773e-80,0.809017145893909,0.783,0.181,1.96834921608176e-76,"0","Gpx3"
"Col15a1",3.3450762671832e-80,1.15320875738978,0.874,0.283,6.16932415956598e-76,"0","Col15a1"
"Aldh1a2",1.66671997875901e-78,0.875577010334379,0.487,0.063,3.07393165682524e-74,"0","Aldh1a2"
"Serping1",5.6430378449738e-78,0.958328168764261,0.843,0.24,1.04074546974852e-73,"0","Serping1"
"Mdk",1.44924151585033e-76,0.999006719113499,0.939,0.324,2.67283612768276e-72,"0","Mdk"
"Col6a6",4.91092623826123e-76,0.787947501257822,0.478,0.063,9.05722126122518e-72,"0","Col6a6"
"Axl",9.27485437295757e-76,0.947662183155851,0.713,0.173,1.71056139200456e-71,"0","Axl"
"Adamts2",3.65795516937468e-74,0.931557233933009,0.822,0.223,6.74636671887772e-70,"0","Adamts2"
"Rcn3",5.70128016663753e-74,0.9651562159559,0.917,0.334,1.05148710113296e-69,"0","Rcn3"
"Lrp1",6.03519785274777e-73,0.798074831901226,0.8,0.213,1.11307153998227e-68,"0","Lrp1"
"Ptgis",4.55890846649151e-71,0.884530618359287,0.843,0.243,8.40799488475029e-67,"0","Ptgis"
"Cd63",4.89492088873016e-71,1.00678599991485,0.974,0.542,9.02770259508504e-67,"0","Cd63"
"Vcan",7.12989632455147e-71,0.831564186298905,0.77,0.199,1.31496677913703e-66,"0","Vcan"
"Loxl2",2.41825057568816e-70,0.946101823841361,0.743,0.206,4.45997953674167e-66,"0","Loxl2"
"S100a6",2.19230657052363e-69,1.3157057480925,0.943,0.451,4.04327100801673e-65,"0","S100a6"
"Il17d",3.90103414248027e-69,0.667243867420168,0.457,0.064,7.19467726897636e-65,"0","Il17d"
"Rnase4",1.58578111974063e-68,0.776808086437755,0.617,0.134,2.92465611913764e-64,"0","Rnase4"
"Bicc1",1.69563509258957e-68,0.80582394895522,0.765,0.202,3.12725980126294e-64,"0","Bicc1"
"Sfrp1",2.20641542696781e-68,0.889831311541538,0.661,0.15,4.06929197195672e-64,"0","Sfrp1"
"Sulf1",4.20120811890891e-68,0.8534303978952,0.63,0.137,7.7482881337037e-64,"0","Sulf1"
"Mmp23",9.21607704214951e-67,0.711412064707778,0.765,0.202,1.69972108888364e-62,"0","Mmp23"
"Cpxm1",1.18197494230125e-66,0.879389388156472,0.578,0.113,2.17991638608619e-62,"0","Cpxm1"
"Oaf",1.20730776211453e-66,0.79450504474548,0.617,0.135,2.22663770566783e-62,"0","Oaf"
"Steap3",2.9353469529979e-66,0.613544673092884,0.383,0.043,5.41366038541403e-62,"0","Steap3"
"Col26a1",5.16376924101369e-66,0.596849631566267,0.309,0.023,9.52353961120154e-62,"0","Col26a1"
"Mfap2",3.38035154751569e-65,0.916688682964097,0.917,0.343,6.2343823590832e-61,"0","Mfap2"
"Lamc1",7.57969498295097e-65,1.08616462305785,0.878,0.4,1.39792314570565e-60,"0","Lamc1"
"C1qtnf2",2.09064870097099e-64,0.784316274391761,0.622,0.147,3.8557833992008e-60,"0","C1qtnf2"
"Col5a2",2.98992551156621e-64,0.877015240150785,0.943,0.403,5.51431962098156e-60,"0","Col5a2"
"Fbn2",1.32687788022682e-63,0.67438333897369,0.604,0.13,2.44716087450232e-59,"0","Fbn2"
"Ctsl",6.50358792971433e-63,0.910213882894652,0.978,0.564,1.19945672187721e-58,"0","Ctsl"
"Fbn1",1.3034861205546e-61,1.02473020416373,0.93,0.419,2.40401945213885e-57,"0","Fbn1"
"Col5a3",6.00006816656433e-61,0.652293836998841,0.357,0.04,1.10659257195946e-56,"0","Col5a3"
"Dpep1",3.32344593602251e-60,0.760265358289673,0.396,0.053,6.12943133980631e-56,"0","Dpep1"
"Meg3",7.30660739863926e-60,0.864537639722471,0.87,0.322,1.34755760253104e-55,"0","Meg3"
"Maged2",1.31527613693601e-59,0.803550405148651,0.93,0.409,2.42576377935108e-55,"0","Maged2"
"Kdelr3",5.57294851066633e-59,0.749249718521806,0.652,0.175,1.02781889382219e-54,"0","Kdelr3"
"Fstl1",8.39380030663627e-59,0.94003771270556,0.991,0.609,1.54806859055293e-54,"0","Fstl1"
"Lpl",1.32630341551317e-58,0.918214049625699,0.77,0.268,2.44610138923094e-54,"0","Lpl"
"Ugp2",8.24223026735386e-57,0.976955992584918,0.739,0.268,1.52011452820807e-52,"0","Ugp2"
"Snhg18",7.65817395106545e-56,0.700888293429072,0.874,0.329,1.412397021795e-51,"0","Snhg18"
"Aldh2",9.31367835211617e-56,0.677788742256289,0.726,0.225,1.71772169848079e-51,"0","Aldh2"
"Pi16",9.66220116408184e-56,1.31937611727598,0.461,0.087,1.78199976069161e-51,"0","Pi16"
"Sulf2",1.52822386696841e-55,0.710773620313178,0.552,0.124,2.81850327784985e-51,"0","Sulf2"
"Sema3c",1.69024232568764e-55,0.868281281972383,0.352,0.045,3.11731392126572e-51,"0","Sema3c"
"Timp2",2.71740788417015e-55,0.907961639569636,0.93,0.461,5.01171536077501e-51,"0","Timp2"
"Svep1",4.34172721633132e-55,0.767357097958156,0.387,0.058,8.00744750507985e-51,"0","Svep1"
"Thbs3",7.62242505560834e-55,0.653286694144249,0.461,0.086,1.40580385300585e-50,"0","Thbs3"
"Mmp14",7.73457394267411e-55,0.779231186956151,0.878,0.353,1.42648747224739e-50,"0","Mmp14"
"Cd55",9.43942896898508e-55,0.717454507903426,0.404,0.063,1.74091388474992e-50,"0","Cd55"
"Bgn",9.85363146521019e-55,0.710508958406949,0.996,0.468,1.81730525112871e-50,"0","Bgn"
"Qpct",1.60608511097488e-54,0.645886417519371,0.496,0.1,2.96210277017096e-50,"0","Qpct"
"Chpf",3.05592283375541e-54,0.693399015572919,0.53,0.121,5.63603848229511e-50,"0","Chpf"
"Abca9",5.52738891748485e-54,0.568759502992071,0.357,0.048,1.01941633805173e-49,"0","Abca9"
"Plxdc2",2.37449254464565e-53,0.698854747495486,0.5,0.105,4.37927660008998e-49,"0","Plxdc2"
"Fhl1",1.30674040093482e-52,0.655135280583423,0.657,0.187,2.41002132144409e-48,"0","Fhl1"
"Celf2",1.90159521550702e-52,0.580589615010905,0.587,0.144,3.50711205595959e-48,"0","Celf2"
"Gas7",2.21631488606314e-52,0.441405692221125,0.343,0.045,4.08754954436626e-48,"0","Gas7"
"Sema3d",3.27594877682748e-52,0.496044996298977,0.33,0.042,6.04183232910292e-48,"0","Sema3d"
"Adamts5",8.74223955582166e-52,0.961027263694725,0.47,0.102,1.61233124128019e-47,"0","Adamts5"
"Ptgfrn",1.06457567000784e-51,0.532171983903121,0.465,0.094,1.96339690819546e-47,"0","Ptgfrn"
"Kdelr2",7.47350216397156e-51,0.716837337459954,0.87,0.391,1.37833800410127e-46,"0","Kdelr2"
"Irf8",1.26725455652883e-50,0.556804307446242,0.352,0.051,2.33719757860613e-46,"0","Irf8"
"Mrc2",1.90644696270074e-50,0.510118301246585,0.483,0.098,3.51606013330898e-46,"0","Mrc2"
"Aebp1",2.36438885310477e-50,0.572138902449368,0.665,0.19,4.36064236178113e-46,"0","Aebp1"
"Antxr1",3.32906787038224e-50,0.594395153388364,0.557,0.139,6.13979987334596e-46,"0","Antxr1"
"Nid1",9.31694251386376e-50,0.8541517799173,0.87,0.429,1.71832370783189e-45,"0","Nid1"
"Igfbp4",1.01855449772797e-49,0.754207785516716,0.943,0.498,1.87852006015969e-45,"0","Igfbp4"
"Ltbp4",1.24508379023763e-49,0.746650904192548,0.961,0.512,2.29630803433525e-45,"0","Ltbp4"
"Fgfr1",1.36741893779356e-49,0.619464259346179,0.617,0.177,2.52193074697266e-45,"0","Fgfr1"
"Gpm6b",2.50472419176855e-49,0.593929670361424,0.47,0.097,4.61946282687874e-45,"0","Gpm6b"
"Lgals1",1.61024825599035e-48,0.757425556534134,0.996,0.663,2.969780858523e-44,"0","Lgals1"
"Prelp",4.95844546221404e-48,0.387879290876517,0.426,0.08,9.14486096596136e-44,"0","Prelp"
"Mxra8",8.98061393733207e-48,0.708232877934486,0.73,0.265,1.65629462846215e-43,"0","Mxra8"
"Sox9",1.62570010208944e-47,0.656381923192649,0.496,0.112,2.99827869828356e-43,"0","Sox9"
"Pcolce2",1.82363570799046e-47,0.589225979048038,0.283,0.032,3.36333133624681e-43,"0","Pcolce2"
"Ccdc80",2.2112716922653e-47,0.727675550083744,0.817,0.337,4.07824838204489e-43,"0","Ccdc80"
"Olfml3",3.17840697443792e-47,0.581756419346776,0.478,0.105,5.86193598295585e-43,"0","Olfml3"
"Txndc5",1.59642837690087e-46,0.64231828049693,0.67,0.227,2.94429285551828e-42,"0","Txndc5"
"Pdpn",2.89020816164163e-46,0.406277962405367,0.309,0.042,5.33041091251566e-42,"0","Pdpn"
"Selenbp1",5.51700423289847e-46,0.530462354578269,0.422,0.087,1.01750109067347e-41,"0","Selenbp1"
"Tbx20",6.72917736542403e-46,0.641065194303808,0.622,0.181,1.24106218150515e-41,"0","Tbx20"
"Ank2",7.06918851960288e-46,0.497822994590121,0.439,0.089,1.30377043867036e-41,"0","Ank2"
"Abca8b",1.63264244975783e-45,0.385608033721299,0.3,0.039,3.01108247008837e-41,"0","Abca8b"
"Lrrc17",1.6576767444967e-45,0.643758982597304,0.422,0.089,3.05725321987527e-41,"0","Lrrc17"
"Itgb5",1.84468202414867e-45,0.537869245377946,0.613,0.182,3.4021470571374e-41,"0","Itgb5"
"Tmed3",2.41438560170386e-45,0.71906784745156,0.743,0.305,4.45285136522243e-41,"0","Tmed3"
"Tmem64",2.44132228659958e-45,0.573771646684479,0.526,0.137,4.5025306931756e-41,"0","Tmem64"
"Igfbp7",3.26564271193735e-45,0.722815420914182,0.996,0.623,6.02282485362606e-41,"0","Igfbp7"
"Nfix",7.01899934210995e-44,0.648794399339887,0.843,0.39,1.29451404866534e-39,"0","Nfix"
"Gpc3",1.41149840496596e-43,0.750287053235276,0.561,0.167,2.60322650827873e-39,"0","Gpc3"
"Serpinf1",3.00964713133836e-43,0.701977283228101,0.543,0.151,5.55069220432735e-39,"0","Serpinf1"
"Cpq",4.42465398981551e-43,0.571380402201903,0.591,0.18,8.16038935341675e-39,"0","Cpq"
"Glipr2",7.92948273303526e-43,0.585713379438243,0.448,0.108,1.46243450045369e-38,"0","Glipr2"
"Sparc",1.02269066847837e-42,0.649615112195837,1,0.832,1.88614839987466e-38,"0","Sparc"
"Gpr153",1.46760966556169e-42,0.455074355171771,0.343,0.059,2.70671250619542e-38,"0","Gpr153"
"Igsf10",2.05961464614243e-42,0.519184294089762,0.361,0.066,3.79854729188048e-38,"0","Igsf10"
"Lama4",1.8294581673757e-41,0.813453110101065,0.796,0.355,3.37406969809101e-37,"0","Lama4"
"Peg3",3.6959296282323e-41,0.714812080913177,0.678,0.256,6.81640301334884e-37,"0","Peg3"
"Gpx8",5.36918121447344e-41,0.604586135497368,0.639,0.218,9.90238091385336e-37,"0","Gpx8"
"Serf1",1.00421389569701e-40,0.567375797842445,0.67,0.248,1.85207168783399e-36,"0","Serf1"
"Col16a1",1.614572445973e-40,0.52985633772483,0.491,0.127,2.97775596210801e-36,"0","Col16a1"
"Tmem119",2.55653154130895e-40,0.424867469693523,0.4,0.083,4.7150111216361e-36,"0","Tmem119"
"Nnmt",6.18703476929163e-40,0.496888779403482,0.448,0.107,1.14107482250046e-35,"0","Nnmt"
"Tenm3",7.19257100000597e-40,0.418712901180075,0.296,0.046,1.3265258695311e-35,"0","Tenm3"
"Emilin1",7.79206445374588e-40,0.663457090552929,0.73,0.3,1.43709044720435e-35,"0","Emilin1"
"Ppib",8.09845884650371e-40,0.63487321182332,0.978,0.675,1.49359876506068e-35,"0","Ppib"
"Basp1",9.96400338074915e-40,0.758503036472912,0.352,0.07,1.83766114351157e-35,"0","Basp1"
"Fkbp7",3.71169230540434e-39,0.574917674866712,0.583,0.197,6.84547411885722e-35,"0","Fkbp7"
"Cthrc1",4.01948052214111e-39,0.810639172329809,0.561,0.175,7.41312792698484e-35,"0","Cthrc1"
"Cd248",4.18598709454707e-39,0.842729610044908,0.335,0.065,7.72021599847316e-35,"0","Cd248"
"Efs",1.27862359405383e-38,0.361609096047772,0.252,0.033,2.35816549451349e-34,"0","Efs"
"Emp3",1.28226122350791e-38,0.703294836812943,0.878,0.441,2.36487437451564e-34,"0","Emp3"
"Fcgrt",4.01304261816093e-38,0.601352795974481,0.691,0.286,7.40125450067421e-34,"0","Fcgrt"
"Fibin",6.30174722395793e-38,0.40124920677432,0.465,0.117,1.16223124051456e-33,"0","Fibin"
"6030408B16Rik",1.56767567432182e-37,0.507644204941123,0.283,0.045,2.89126424615173e-33,"0","6030408B16Rik"
"Cd34",6.25024692913691e-37,0.740733468210446,0.87,0.434,1.15273304114072e-32,"0","Cd34"
"Frmd6",6.74484531118428e-37,0.474642260328557,0.426,0.105,1.24395182074172e-32,"0","Frmd6"
"Epb41l2",7.72127920684921e-37,0.502587527791529,0.587,0.202,1.4240355241192e-32,"0","Epb41l2"
"Serpinh1",8.05492044327673e-37,0.599903205736708,0.974,0.656,1.48556897735353e-32,"0","Serpinh1"
"Maged1",2.92696730904375e-36,0.556006079492566,0.791,0.361,5.39820580806939e-32,"0","Maged1"
"Srpx2",5.88431954785116e-36,0.394212382571325,0.417,0.098,1.08524505421019e-31,"0","Srpx2"
"Cp",6.74548642273757e-36,0.431199722988861,0.33,0.065,1.24407006094549e-31,"0","Cp"
"Bmp1",7.66086989535789e-36,0.54740685042584,0.552,0.186,1.41289423480086e-31,"0","Bmp1"
"Camk2n1",1.01891757719965e-35,0.487149531185602,0.496,0.146,1.87918968762932e-31,"0","Camk2n1"
"Naalad2",1.03385974451224e-35,0.513309950610744,0.409,0.102,1.90674752680392e-31,"0","Naalad2"
"Ssc5d",3.70992895175588e-34,0.36107086043837,0.33,0.066,6.84222196572338e-30,"0","Ssc5d"
"Pam",4.42101541934919e-34,0.55180115177321,0.83,0.427,8.15367873790572e-30,"0","Pam"
"Nov",4.64408242816643e-34,0.587760017610195,0.265,0.043,8.56508122226735e-30,"0","Nov"
"Dact1",1.17441500720622e-33,0.459981560663158,0.322,0.066,2.16597359779042e-29,"0","Dact1"
"Fam129a",1.34243307383912e-33,0.540699009655121,0.496,0.154,2.47584931808149e-29,"0","Fam129a"
"Pdlim2",2.1218197432451e-33,0.653942225657786,0.613,0.245,3.91327215246694e-29,"0","Pdlim2"
"Lhfp",2.48889157848693e-33,0.513475268951507,0.735,0.3,4.59026273820344e-29,"0","Lhfp"
"Nbl1",3.26285726510988e-33,0.498222114245492,0.37,0.088,6.01768765404215e-29,"0","Nbl1"
"Ikbip",9.84522379939673e-33,0.467934917483228,0.509,0.166,1.81575462532274e-28,"0","Ikbip"
"Srpx",1.07543370310193e-32,0.404170476013214,0.27,0.048,1.98342237863089e-28,"0","Srpx"
"Creb3l1",1.2015782486152e-32,0.416518468157039,0.352,0.083,2.216070763921e-28,"0","Creb3l1"
"Vimp",1.49339486664821e-32,0.583956081679582,0.661,0.283,2.75426815255929e-28,"0","Vimp"
"Arap1",2.02160648043105e-32,0.433829259025723,0.352,0.083,3.72844883185898e-28,"0","Arap1"
"Clmp",2.04003983547454e-32,0.43232553754206,0.352,0.081,3.76244546856569e-28,"0","Clmp"
"Cercam",2.60535104857866e-32,0.335928027547591,0.296,0.059,4.80504893889363e-28,"0","Cercam"
"Klhl13",5.17016919304046e-32,0.393423763305347,0.348,0.082,9.53534304272451e-28,"0","Klhl13"
"Tpst1",5.21428262717402e-32,0.50346919585692,0.426,0.123,9.61670144929704e-28,"0","Tpst1"
"Slit2",5.76440540814267e-32,0.365727450111579,0.265,0.047,1.06312928942375e-27,"0","Slit2"
"Dpysl3",8.79331032329052e-32,0.531340960870502,0.683,0.307,1.62175022292447e-27,"0","Dpysl3"
"Calr",9.56098421616694e-32,0.651919203288256,0.904,0.537,1.76333231898767e-27,"0","Calr"
"Gpc6",1.00651395121031e-31,0.423341509556678,0.639,0.229,1.85631368021717e-27,"0","Gpc6"
"Ptprs",1.05476294376429e-31,0.465079397571446,0.591,0.217,1.94529929718447e-27,"0","Ptprs"
"C1qtnf7",1.16621903263407e-31,0.499671578555197,0.383,0.101,2.15085776188701e-27,"0","C1qtnf7"
"Fn1",1.43877236808052e-31,0.416819954153569,0.965,0.504,2.65352787845091e-27,"0","Fn1"
"Soat1",2.58617311697726e-31,0.487783679849807,0.439,0.13,4.76967907964117e-27,"0","Soat1"
"Serpine2",3.12137397901186e-31,0.559344945385425,0.561,0.203,5.75675002949157e-27,"0","Serpine2"
"Sh3pxd2b",3.4417432231248e-31,0.491838172078927,0.4,0.108,6.34760702640907e-27,"0","Sh3pxd2b"
"P3h3",4.04606967041899e-31,0.395529967928512,0.517,0.173,7.46216629315374e-27,"0","P3h3"
"Dkk3",4.94154429754238e-31,0.370092388587417,0.443,0.125,9.11369014795742e-27,"0","Dkk3"
"Fzd2",4.95732571770271e-31,0.488794948156018,0.387,0.105,9.14279582115911e-27,"0","Fzd2"
"Rab23",5.40064237770486e-31,0.494564518748626,0.283,0.057,9.96040473720108e-27,"0","Rab23"
"Fam114a1",1.07162773708065e-30,0.394887552321475,0.452,0.137,1.97640303549785e-26,"0","Fam114a1"
"Crtap",1.18846145142707e-30,0.469938427435284,0.504,0.174,2.19187945486694e-26,"0","Crtap"
"Selm",1.74598559699317e-30,0.51642414244781,0.922,0.582,3.22012123653451e-26,"0","Selm"
"Sntb2",1.82763791632658e-30,0.451556344039447,0.522,0.182,3.37071260908112e-26,"0","Sntb2"
"Adam9",3.25339802508681e-30,0.36803727072614,0.27,0.052,6.00024197766761e-26,"0","Adam9"
"Zeb2",9.19596406954478e-30,0.41335592177515,0.683,0.273,1.69601165334614e-25,"0","Zeb2"
"Dsel",1.64134645507426e-29,0.414592155620977,0.357,0.092,3.02713526709346e-25,"0","Dsel"
"Dap",1.66862148247726e-29,0.48069479414438,0.626,0.268,3.07743860013281e-25,"0","Dap"
"Zeb1",2.34586293377067e-29,0.519037027392315,0.626,0.271,4.32647500875325e-25,"0","Zeb1"
"Ecm2",3.58865020971263e-29,0.494047202675206,0.487,0.166,6.61854758177301e-25,"0","Ecm2"
"Pi15",8.28135336658256e-29,0.390642765656473,0.387,0.105,1.52733000139882e-24,"0","Pi15"
"Npc2",1.01618671374436e-28,0.475154798218343,0.852,0.493,1.87415315615872e-24,"0","Npc2"
"Mgp",1.17373808199359e-28,0.286717518492992,0.913,0.498,2.16472514462078e-24,"0","Mgp"
"Scrn1",1.17452373419573e-28,0.345376419806489,0.261,0.05,2.16617412297719e-24,"0","Scrn1"
"Arf4",1.18747752246093e-28,0.511320759864389,0.817,0.488,2.19006479467469e-24,"0","Arf4"
"Tmem45a",1.21322371618481e-28,0.368553128755453,0.287,0.062,2.23754849975965e-24,"0","Tmem45a"
"B4galt1",1.40299419915333e-28,0.516789311314423,0.522,0.192,2.58754220149849e-24,"0","B4galt1"
"Ebf2",2.15655879270253e-28,0.342422897033837,0.283,0.06,3.97734138138128e-24,"0","Ebf2"
"P4hb",2.34590078968593e-28,0.501074255180415,0.787,0.429,4.32654482641777e-24,"0","P4hb"
"Lhfpl2",2.46282360368373e-28,0.502546267406743,0.409,0.123,4.5421855722739e-24,"0","Lhfpl2"
"Pamr1",2.73631418371516e-28,0.328419850741867,0.261,0.051,5.04658424902588e-24,"0","Pamr1"
"Ndn",2.94937513709789e-28,0.522846243549989,0.5,0.183,5.43953256534963e-24,"0","Ndn"
"Ssr2",3.31550523449076e-28,0.496788590453974,0.822,0.47,6.11478630397131e-24,"0","Ssr2"
"Ptprd",3.91763576432976e-28,0.28752927048026,0.296,0.065,7.22529564015338e-24,"0","Ptprd"
"Zfp385a",4.22164371031005e-28,0.359654046585843,0.257,0.05,7.78597749492482e-24,"0","Zfp385a"
"Pdgfrl",4.44397245710228e-28,0.505226697047078,0.461,0.149,8.19601840263373e-24,"0","Pdgfrl"
"Gxylt2",6.06019341023254e-28,0.457914060989854,0.452,0.144,1.11768147064919e-23,"0","Gxylt2"
"Manf",7.44594342619602e-28,0.521757684597417,0.77,0.409,1.37325534609333e-23,"0","Manf"
"B3gnt9",8.66206165992718e-28,0.361251961106088,0.278,0.06,1.59754403194037e-23,"0","B3gnt9"
"Arl1",1.00326276085654e-27,0.509870232167484,0.713,0.387,1.85031750984771e-23,"0","Arl1"
"Rrbp1",1.03401939552201e-27,0.522096890773007,0.948,0.631,1.90704197116124e-23,"0","Rrbp1"
"Rbp1",1.08889713752578e-27,0.378117718121406,0.909,0.45,2.0082529907388e-23,"0","Rbp1"
"Efemp2",2.78929976604179e-27,0.474215470806093,0.487,0.174,5.14430555851088e-23,"0","Efemp2"
"Vkorc1",2.79598167331209e-27,0.556369775262208,0.574,0.256,5.15662900008949e-23,"0","Vkorc1"
"Dclk1",4.13954083571844e-27,0.319569236046587,0.343,0.09,7.63455516331552e-23,"0","Dclk1"
"Fkbp14",4.88494764967052e-27,0.348232530695267,0.252,0.051,9.00930895028734e-23,"0","Fkbp14"
"Hic1",5.51157988813608e-27,0.362173713995922,0.33,0.085,1.01650067876894e-22,"0","Hic1"
"Pth1r",5.55448423381035e-27,0.356915941057282,0.317,0.08,1.02441352724164e-22,"0","Pth1r"
"Igsf3",1.35144712990073e-26,0.346418998928992,0.37,0.103,2.49247394167592e-22,"0","Igsf3"
"H13",1.38962148045257e-26,0.484325749453498,0.639,0.29,2.56287889639868e-22,"0","H13"
"Colec12",1.54970355582035e-26,0.412855352569325,0.313,0.079,2.85811826799947e-22,"0","Colec12"
"Slc16a2",1.60039097639454e-26,0.479257724827119,0.491,0.184,2.95160107776445e-22,"0","Slc16a2"
"Nenf",2.09556864500922e-26,0.502873675032122,0.883,0.575,3.8648572519905e-22,"0","Nenf"
"Creb5",2.24223978709353e-26,0.502204179498246,0.557,0.225,4.13536283933659e-22,"0","Creb5"
"Copz2",2.33194607063405e-26,0.53110510468698,0.622,0.297,4.30080813807037e-22,"0","Copz2"
"Ltbp3",2.56240794023071e-26,0.431162577699136,0.561,0.215,4.7258489641675e-22,"0","Ltbp3"
"Myh10",2.80138228938959e-26,0.514271436110331,0.652,0.298,5.16658935632122e-22,"0","Myh10"
