"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Clec3b",0,1.69038001509698,0.905,0.302,0,"0","Clec3b"
"Mfap5",0,1.57536484932022,0.939,0.473,0,"0","Mfap5"
"Gsn",0,1.24916934719357,0.991,0.636,0,"0","Gsn"
"Lum",0,1.21571919608638,0.987,0.503,0,"0","Lum"
"Itm2a",0,1.20211800795221,0.973,0.607,0,"0","Itm2a"
"Col3a1",0,1.15721460177134,1,0.726,0,"0","Col3a1"
"Dcn",0,1.10524651676803,1,0.633,0,"0","Dcn"
"Akap12",0,1.08597321427747,0.964,0.637,0,"0","Akap12"
"Htra3",0,1.05604174204709,0.857,0.36,0,"0","Htra3"
"Lsp1",0,1.0337162748643,0.92,0.432,0,"0","Lsp1"
"Dpt",0,1.01790832523698,0.99,0.467,0,"0","Dpt"
"Tnxb",0,1.01297481364667,0.941,0.377,0,"0","Tnxb"
"Col6a2",0,1.00128444420619,0.988,0.573,0,"0","Col6a2"
"Spon2",0,0.982605852788022,0.847,0.329,0,"0","Spon2"
"Pcsk6",0,0.982143171248229,0.765,0.265,0,"0","Pcsk6"
"Col6a1",0,0.976272892692269,0.996,0.592,0,"0","Col6a1"
"Entpd2",0,0.961282486662968,0.76,0.184,0,"0","Entpd2"
"Lama2",0,0.957780921348862,0.944,0.416,0,"0","Lama2"
"Smoc2",0,0.921379132156622,0.814,0.277,0,"0","Smoc2"
"Col5a1",0,0.889454246484499,0.993,0.61,0,"0","Col5a1"
"Lpar1",0,0.875230751129312,0.869,0.364,0,"0","Lpar1"
"Lamb1",0,0.856796758230328,0.963,0.705,0,"0","Lamb1"
"Ogn",0,0.841165426237746,0.934,0.456,0,"0","Ogn"
"Col14a1",0,0.832792234144475,0.99,0.589,0,"0","Col14a1"
"Lamc1",0,0.828040746952174,0.967,0.757,0,"0","Lamc1"
"Col6a3",0,0.817500928325046,0.93,0.516,0,"0","Col6a3"
"Cygb",0,0.812862604480224,0.934,0.463,0,"0","Cygb"
"Abca8a",0,0.799904185252515,0.819,0.308,0,"0","Abca8a"
"Matn2",0,0.7969621482051,0.857,0.356,0,"0","Matn2"
"Pcolce",0,0.795717077405715,0.973,0.603,0,"0","Pcolce"
"Kcnk2",0,0.794911983262577,0.614,0.173,0,"0","Kcnk2"
"Aspn",0,0.786415857146226,0.987,0.503,0,"0","Aspn"
"Islr",0,0.746975627302718,0.863,0.398,0,"0","Islr"
"Pmp22",0,0.73745054019258,0.955,0.641,0,"0","Pmp22"
"Fndc1",0,0.735388828941249,0.934,0.465,0,"0","Fndc1"
"Pdgfra",0,0.71941097092365,0.85,0.382,0,"0","Pdgfra"
"Itih5",0,0.699438038341972,0.917,0.444,0,"0","Itih5"
"Medag",2.04271542629975e-299,0.722597934048752,0.729,0.295,3.76738006072463e-295,"0","Medag"
"Ugp2",4.31873217241784e-296,0.838073384295732,0.913,0.635,7.96503774559022e-292,"0","Ugp2"
"Sdc2",1.1159857244246e-295,0.648968913110118,0.938,0.556,2.05821247155629e-291,"0","Sdc2"
"Col15a1",2.27927670149327e-293,0.848608865908127,0.929,0.553,4.20367002056404e-289,"0","Col15a1"
"Angptl2",5.63712724615975e-291,0.6595546557765,0.934,0.516,1.03965537800924e-286,"0","Angptl2"
"Axl",1.78598245340559e-289,0.762158973610898,0.854,0.489,3.29388743881593e-285,"0","Axl"
"Col1a1",1.29588861906698e-284,0.835131030689603,1,0.651,2.39000738014524e-280,"0","Col1a1"
"Gas1",2.93727884819065e-282,0.814484043993992,0.935,0.538,5.41722337971802e-278,"0","Gas1"
"Nrk",1.21774803374724e-280,0.817756243043112,0.775,0.363,2.24589269864004e-276,"0","Nrk"
"Gpx3",1.60361274388448e-269,0.558528056831637,0.929,0.454,2.95754298354616e-265,"0","Gpx3"
"Fhl1",1.37604168473799e-268,0.62621127480466,0.864,0.471,2.53783367916228e-264,"0","Fhl1"
"S100a6",5.43563733458541e-268,0.926266315476044,0.985,0.755,1.00249459361759e-263,"0","S100a6"
"Postn",2.7581296845618e-263,0.722913630233344,0.997,0.618,5.08681857723732e-259,"0","Postn"
"Loxl1",1.90539575283323e-262,0.644486204487001,0.987,0.572,3.51412138695033e-258,"0","Loxl1"
"Fbn1",7.72540220725061e-262,0.70860438679475,0.986,0.763,1.42479592908323e-257,"0","Fbn1"
"Mmp2",3.76732010738946e-257,0.637021659567603,0.973,0.596,6.94806847405838e-253,"0","Mmp2"
"Sema3c",7.47469788461795e-257,0.829237066188875,0.6,0.205,1.37855853086009e-252,"0","Sema3c"
"Il17d",6.60316805313382e-253,0.5223742488913,0.662,0.262,1.21782228403947e-248,"0","Il17d"
"Cd63",1.02087681876976e-251,0.545107962279949,0.996,0.848,1.88280311685706e-247,"0","Cd63"
"Col5a3",3.63452865473824e-249,0.525928452672176,0.573,0.19,6.70316119793374e-245,"0","Col5a3"
"Celf2",5.13040804148065e-245,0.539631584650037,0.862,0.464,9.46201155090277e-241,"0","Celf2"
"Nid1",9.02863189938126e-244,0.616230789270876,0.969,0.797,1.66515058120289e-239,"0","Nid1"
"Pi16",1.49762469970491e-243,1.24742853802372,0.622,0.242,2.76206923366577e-239,"0","Pi16"
"C1qtnf2",4.10149255212349e-242,0.584439799698263,0.804,0.429,7.56438271388136e-238,"0","C1qtnf2"
"Meg3",2.05611758440484e-241,0.745298909122168,0.967,0.617,3.79209766091784e-237,"0","Meg3"
"Gas7",9.36827131820783e-238,0.495854405586741,0.598,0.223,1.72779027921707e-233,"0","Gas7"
"Oaf",5.30499629637437e-237,0.609460407939351,0.821,0.468,9.78400466940326e-233,"0","Oaf"
"Selenbp1",2.9085475048801e-235,0.555080155704265,0.658,0.287,5.36423416325037e-231,"0","Selenbp1"
"Cd34",1.12006424037428e-234,0.682821643728913,0.964,0.728,2.06573447852228e-230,"0","Cd34"
"Tcf21",3.05659281724248e-229,0.514007464916191,0.804,0.361,5.6372741328403e-225,"0","Tcf21"
"Lrp1",4.41676532529261e-227,0.539978337127146,0.928,0.546,8.14584028943716e-223,"0","Lrp1"
"Col6a6",1.28696725812236e-226,0.507960397393298,0.604,0.213,2.37355371415506e-222,"0","Col6a6"
"Thbs2",1.98889410497327e-226,0.594877423962274,0.918,0.517,3.6681173978022e-222,"0","Thbs2"
"Adamts2",4.13119434201835e-222,0.605549072860595,0.942,0.567,7.61916172498444e-218,"0","Adamts2"
"Rcn3",8.12228680344802e-222,0.528292764916666,0.984,0.694,1.49799335515992e-217,"0","Rcn3"
"Vcan",4.50009626617681e-219,0.527658053227411,0.922,0.518,8.2995275437099e-215,"0","Vcan"
"Prelp",8.10058140381532e-218,0.361560573041365,0.659,0.258,1.49399022830566e-213,"0","Prelp"
"Mxra8",2.71942471234672e-216,0.54132025599459,0.919,0.627,5.01543499698105e-212,"0","Mxra8"
"Maged2",1.67453518301476e-214,0.502337267600522,0.981,0.76,3.08834523803413e-210,"0","Maged2"
"Col1a2",9.81199878352689e-213,0.708972962843105,0.999,0.737,1.80962693564586e-208,"0","Col1a2"
"Adamts5",6.24781991676974e-210,0.713106557522741,0.726,0.366,1.15228542724984e-205,"0","Adamts5"
"Fstl1",1.06863887189749e-209,0.60183385695782,0.999,0.875,1.97089067144053e-205,"0","Fstl1"
"Thbs3",4.184957655329e-209,0.477047302678412,0.669,0.31,7.71831740372328e-205,"0","Thbs3"
"Sulf1",7.91767221417354e-206,0.54472138333089,0.812,0.447,1.46025628646003e-201,"0","Sulf1"
"Lpl",3.36160592262687e-204,0.658995733641551,0.876,0.554,6.19980980310074e-200,"0","Lpl"
"Ltbp4",2.60139585108891e-203,0.498765321788231,0.99,0.818,4.79775436816328e-199,"0","Ltbp4"
"Tmem64",2.7354113254402e-201,0.497388275282852,0.789,0.462,5.04491910750935e-197,"0","Tmem64"
"Cd55",5.71022465666233e-199,0.588314539425734,0.604,0.256,1.05313673342823e-194,"0","Cd55"
"Camk2n1",9.62401620927188e-199,0.516811129455048,0.794,0.458,1.77495730947601e-194,"0","Camk2n1"
"Aldh1a2",2.01797582286206e-195,0.684580569520555,0.634,0.279,3.72175281010449e-191,"0","Aldh1a2"
"Kdelr3",3.86268012754215e-195,0.477093858394059,0.86,0.54,7.12394095922598e-191,"0","Kdelr3"
"Ctsl",4.76762253051992e-193,0.470419885299172,0.997,0.876,8.79292623303789e-189,"0","Ctsl"
"Mfap4",4.79281285984366e-193,0.740838263523286,0.947,0.501,8.83938475740967e-189,"0","Mfap4"
"Glipr2",1.09748376855471e-192,0.488833670605814,0.744,0.408,2.02408931434546e-188,"0","Glipr2"
"Antxr1",6.11521512928215e-192,0.469986118020236,0.812,0.459,1.12782912629351e-187,"0","Antxr1"
"Emilin2",1.05893195365227e-191,0.333710219083234,0.289,0.052,1.95298820212089e-187,"0","Emilin2"
"Aldh2",1.27580230236852e-191,0.47542474402312,0.877,0.577,2.35296218625825e-187,"0","Aldh2"
"Ptn",9.54575665001231e-190,0.686729549804644,0.94,0.597,1.76052389896177e-185,"0","Ptn"
"Qpct",2.10508414497016e-189,0.4333842110681,0.749,0.357,3.88240668856847e-185,"0","Qpct"
"Ebf2",1.05907760620639e-188,0.402474779853987,0.548,0.209,1.95325682912644e-184,"0","Ebf2"
"Timp2",2.01485416848595e-187,0.531053383937323,0.986,0.813,3.71599554293863e-183,"0","Timp2"
"Snhg18",3.15521877328692e-187,0.468808944401892,0.97,0.652,5.81916998357307e-183,"0","Snhg18"
"Rnase4",1.41441040155088e-186,0.429799616164939,0.839,0.494,2.60859710358028e-182,"0","Rnase4"
"Bicc1",3.34023646165256e-186,0.48058872553934,0.934,0.547,6.16039810622581e-182,"0","Bicc1"
"Rarres2",1.4308955614232e-182,0.270367060256582,0.956,0.588,2.63900068393281e-178,"0","Rarres2"
"Fbln1",4.66565727789833e-181,0.595474054384767,0.915,0.515,8.60487171762788e-177,"0","Fbln1"
"Steap3",1.64183433076307e-178,0.41691426523712,0.556,0.233,3.02803505622634e-174,"0","Steap3"
"Ank2",1.67902751423972e-176,0.393173475309462,0.64,0.297,3.09663044451232e-172,"0","Ank2"
"Serping1",4.73509930131087e-175,0.480660519684533,0.926,0.556,8.73294364140764e-171,"0","Serping1"
"Fam129a",9.22019593242107e-174,0.452864226847589,0.767,0.423,1.70048073581642e-169,"0","Fam129a"
"Chpf",2.74681921086238e-172,0.424053856506768,0.769,0.429,5.06595867059348e-168,"0","Chpf"
"Frmd6",7.69037677867605e-171,0.428601759429371,0.698,0.377,1.41833618929122e-166,"0","Frmd6"
"Lrrc17",1.22528560125697e-168,0.425324586925272,0.636,0.293,2.25979423439823e-164,"0","Lrrc17"
"Ppib",2.29446079768054e-166,0.340159718985129,0.997,0.922,4.23167404916222e-162,"0","Ppib"
"Loxl2",1.58596747085131e-165,0.544894944320707,0.879,0.576,2.92499980649107e-161,"0","Loxl2"
"Ptgfrn",5.75546615772448e-164,0.398474687191593,0.711,0.406,1.06148062346913e-159,"0","Ptgfrn"
"Pdlim2",6.21391364774285e-164,0.483750629240525,0.861,0.573,1.14603209405321e-159,"0","Pdlim2"
"Nfix",9.14298287625575e-164,0.432228754684277,0.969,0.755,1.68624033186785e-159,"0","Nfix"
"Serpinb6a",8.81869519006376e-163,0.47029780414931,0.934,0.792,1.62643195390346e-158,"0","Serpinb6a"
"Lama4",5.81913176925245e-161,0.541032851530397,0.883,0.669,1.07322247220323e-156,"0","Lama4"
"Igfbp4",1.5222571690464e-153,0.440448471326355,0.986,0.818,2.80749889687227e-149,"0","Igfbp4"
"Selm",6.37306936182347e-153,0.374518868515523,0.986,0.872,1.1753851824011e-148,"0","Selm"
"Cd248",7.01624892712479e-153,0.643405962123378,0.525,0.236,1.29400678962963e-148,"0","Cd248"
"Gfpt2",7.03716589097621e-153,0.517362899555661,0.477,0.193,1.29786450527274e-148,"0","Gfpt2"
"Serf1",1.9262709926972e-152,0.395590009990335,0.877,0.595,3.55262159183144e-148,"0","Serf1"
"Nnmt",7.62653099100514e-151,0.392377448855905,0.754,0.411,1.40656111067108e-146,"0","Nnmt"
"Sfrp1",3.19787235429345e-149,0.428851672665764,0.838,0.454,5.89783598302341e-145,"0","Sfrp1"
"Zeb1",1.47006694960488e-148,0.433077364722754,0.858,0.633,2.71124447515628e-144,"0","Zeb1"
"Serpinf1",1.10982283374483e-147,0.565685447073768,0.767,0.434,2.0468462522756e-143,"0","Serpinf1"
"Dpep1",1.26105397159822e-147,0.512927666233063,0.526,0.216,2.3257618398186e-143,"0","Dpep1"
"Gpr153",6.21395683643923e-147,0.344674029854086,0.582,0.284,1.14604005934449e-142,"0","Gpr153"
"Svep1",1.5186568478224e-146,0.426259308977378,0.545,0.242,2.80085882443886e-142,"0","Svep1"
"Zfp385a",6.09188205993037e-146,0.377425811977774,0.49,0.21,1.12352580831296e-141,"0","Zfp385a"
"S100a10",5.52375467813854e-145,0.66601127926224,0.982,0.867,1.01874607528909e-140,"0","S100a10"
"Gpm6b",1.12275598713599e-144,0.378848887271006,0.696,0.357,2.0706988670749e-140,"0","Gpm6b"
"Fgfr1",5.81942247320389e-144,0.388138688455899,0.786,0.503,1.07327608673299e-139,"0","Fgfr1"
"Abca8b",3.02537763625075e-143,0.302223022570872,0.419,0.152,5.57970397453726e-139,"0","Abca8b"
"Irf8",8.80631410448515e-143,0.398267826227115,0.503,0.215,1.6241485102902e-138,"0","Irf8"
"Arap1",9.96811452742853e-143,0.395064426566064,0.584,0.304,1.83841936229364e-138,"0","Arap1"
"Abca9",1.22548988979421e-142,0.368826539512811,0.506,0.223,2.26017100374746e-138,"0","Abca9"
"Sulf2",7.8159214798566e-141,0.481801030722264,0.694,0.39,1.44149039852995e-136,"0","Sulf2"
"Peg3",5.44519809624448e-140,0.574294960432179,0.864,0.613,1.00425788489037e-135,"0","Peg3"
"Anpep",5.7144958580904e-136,0.306562538113676,0.424,0.16,1.05392447110761e-131,"0","Anpep"
"Gxylt2",8.95161371860152e-135,0.42616212747823,0.75,0.419,1.65094611812168e-130,"0","Gxylt2"
"Sema3d",1.29847650302071e-134,0.333398554895181,0.566,0.267,2.3947802145211e-130,"0","Sema3d"
"Col26a1",1.00563106901569e-133,0.345117922206242,0.372,0.126,1.85468538058563e-129,"0","Col26a1"
"Ptgis",1.02887148489678e-133,0.394565829222954,0.954,0.589,1.89754767959513e-129,"0","Ptgis"
"Dact1",1.20543175090677e-133,0.397556264273428,0.576,0.286,2.22317777819736e-129,"0","Dact1"
"Epb41l2",1.50339409286462e-133,0.380550447945607,0.808,0.563,2.77270972547021e-129,"0","Epb41l2"
"Col5a2",1.76550656495406e-132,0.364132982144257,0.989,0.748,3.25612375774477e-128,"0","Col5a2"
"Fcgrt",1.98854608181582e-131,0.383173771305401,0.875,0.654,3.66747553869291e-127,"0","Fcgrt"
"Adam19",2.19778263815926e-131,0.412769695282263,0.645,0.374,4.05337051955712e-127,"0","Adam19"
"Rab23",4.04893116039973e-131,0.427981090977229,0.531,0.269,7.46744373912521e-127,"0","Rab23"
"Sox9",4.71999112114224e-131,0.384693180065317,0.718,0.374,8.70507962472264e-127,"0","Sox9"
"Tpst1",7.88411733130597e-131,0.379372211156916,0.671,0.409,1.45406775941276e-126,"0","Tpst1"
"Mmp23",4.68253474644526e-130,0.340463406378939,0.889,0.518,8.63599883286899e-126,"0","Mmp23"
"Ntn1",3.52516319410663e-129,0.316670709548382,0.435,0.174,6.50145847889086e-125,"0","Ntn1"
"Pi15",1.009599635996e-128,0.33224918453957,0.602,0.284,1.86200460866742e-124,"0","Pi15"
"Arl1",1.37362367028747e-128,0.340787184917647,0.93,0.792,2.53337413511119e-124,"0","Arl1"
"Mfap2",9.32612968399317e-128,0.403620948194294,0.978,0.676,1.72001809761886e-123,"0","Mfap2"
"Creb5",1.26393537325114e-127,0.458944908345018,0.78,0.541,2.33107600888707e-123,"0","Creb5"
"Tmed3",2.28573928805768e-127,0.377449032228584,0.919,0.735,4.21558896896478e-123,"0","Tmed3"
"Sntb2",3.03948963057072e-126,0.366613736584103,0.804,0.566,5.60573072566158e-122,"0","Sntb2"
"Zeb2",4.79591769474458e-126,0.318005425816747,0.874,0.58,8.84511100441743e-122,"0","Zeb2"
"Mdk",9.42655052463674e-126,0.392512556790649,0.983,0.652,1.73853871325875e-121,"0","Mdk"
"Dap",1.81468503693234e-125,0.375912504007523,0.864,0.643,3.34682361361432e-121,"0","Dap"
"Pam",2.33744606358867e-125,0.33648570490818,0.954,0.772,4.31095177507658e-121,"0","Pam"
"1500009L16Rik",2.68264419373344e-125,0.357444937833444,0.64,0.351,4.94760068650258e-121,"0","1500009L16Rik"
"Nfia",3.50627696161075e-125,0.385899592866348,0.966,0.842,6.4666266002987e-121,"0","Nfia"
"6030408B16Rik",5.09800856525901e-125,0.392668972669994,0.447,0.177,9.40225719690719e-121,"0","6030408B16Rik"
"Ckb",1.64089781655226e-124,0.528674103918816,0.871,0.648,3.02630784306733e-120,"0","Ckb"
"Nov",3.10371956127652e-124,0.641684019566534,0.415,0.164,5.72418998686229e-120,"0","Nov"
"Vkorc1",3.25906274462109e-124,0.377614661260109,0.868,0.65,6.01068941990467e-120,"0","Vkorc1"
"Arf4",2.39440403007639e-123,0.325136952654656,0.964,0.852,4.41599935266989e-119,"0","Arf4"
"Nbl1",5.25245174854882e-123,0.502185773557622,0.6,0.333,9.68709675984859e-119,"0","Nbl1"
"Ndn",2.58796713043218e-122,0.380437995525513,0.786,0.544,4.77298777865607e-118,"0","Ndn"
"Emp3",3.85883358921452e-122,0.445839854048946,0.969,0.79,7.11684678858835e-118,"0","Emp3"
"Hic1",5.30958028127339e-122,0.332486602178691,0.583,0.315,9.79245891275251e-118,"0","Hic1"
"Pcolce2",7.66861553858314e-122,0.400467512431097,0.39,0.148,1.41432276378089e-117,"0","Pcolce2"
"Lepr",5.71228102378114e-121,0.293313038109995,0.339,0.112,1.05351598921596e-116,"0","Lepr"
"Dpysl3",1.84708467340118e-120,0.376448245221387,0.9,0.669,3.4065782631538e-116,"0","Dpysl3"
"Vimp",3.77145473681059e-120,0.364190205096722,0.888,0.677,6.95569397109978e-116,"0","Vimp"
"Nenf",1.49048169175616e-118,0.305558378755304,0.978,0.877,2.74889538410589e-114,"0","Nenf"
"Mmp14",4.49853057971884e-118,0.370953493181043,0.945,0.723,8.29663994817545e-114,"0","Mmp14"
"Pamr1",2.15821092863411e-117,0.345222153870099,0.447,0.19,3.98038841567988e-113,"0","Pamr1"
"Gpx8",3.02121185921799e-117,0.334544301032262,0.881,0.611,5.57202103195574e-113,"0","Gpx8"
"Tbx20",1.32831373778312e-116,0.359964810626187,0.773,0.454,2.44980902659341e-112,"0","Tbx20"
"Igsf10",2.15618447075638e-115,0.309092031307656,0.542,0.269,3.97665101941599e-111,"0","Igsf10"
"Mrc2",2.29933870548084e-115,0.3042815126116,0.664,0.377,4.24067037451831e-111,"0","Mrc2"
"Emp1",3.06191863562684e-115,0.424748682823464,0.915,0.707,5.64709653968659e-111,"0","Emp1"
"Ddr2",4.89945029584697e-115,0.318015702023603,0.61,0.348,9.03605618063058e-111,"0","Ddr2"
"Basp1",6.15633454734194e-115,0.580479420748426,0.618,0.351,1.13541278056627e-110,"0","Basp1"
"Pid1",3.20322028448877e-114,0.292981417789371,0.543,0.262,5.90769917068264e-110,"0","Pid1"
"Sh3pxd2b",5.3279523774116e-114,0.343358622161408,0.632,0.371,9.82634256966021e-110,"0","Sh3pxd2b"
"Serpinh1",1.11195493246649e-113,0.301514648952973,0.996,0.916,2.05077848194795e-109,"0","Serpinh1"
"Fam102b",1.91082828214144e-113,0.367672626194511,0.693,0.451,3.52414060075346e-109,"0","Fam102b"
"Tppp3",3.76011543086542e-113,0.521946138839019,0.563,0.295,6.9347808891451e-109,"0","Tppp3"
"Bmp1",5.7611056758677e-113,0.353576236747523,0.729,0.489,1.06252071980028e-108,"0","Bmp1"
"Cped1",6.54753188644091e-113,0.316573488543131,0.557,0.298,1.2075613058163e-108,"0","Cped1"
"Atp1a2",1.02197742181521e-112,0.314355086175023,0.626,0.342,1.88483295905379e-108,"0","Atp1a2"
"Fbn2",1.51802212625293e-112,0.309974311829717,0.733,0.422,2.79968820744827e-108,"0","Fbn2"
"Cd302",3.05462751472703e-111,0.355686044402258,0.683,0.449,5.63364952541105e-107,"0","Cd302"
"Fzd2",5.6687472569522e-111,0.331755564618375,0.675,0.395,1.04548705659969e-106,"0","Fzd2"
"Sh3d19",7.23942311811151e-111,0.306750602314397,0.581,0.331,1.3351668056733e-106,"0","Sh3d19"
"Cyth3",4.86960126150933e-109,0.375555952065563,0.806,0.567,8.98100560660166e-105,"0","Cyth3"
"Dnm1",5.95508781578686e-109,0.253652656370911,0.398,0.165,1.09829684586557e-104,"0","Dnm1"
"Ikbip",8.76495755132232e-109,0.300714250023311,0.771,0.526,1.61652112119038e-104,"0","Ikbip"
"Vat1",3.1801086435571e-108,0.323005125083053,0.744,0.528,5.86507437131236e-104,"0","Vat1"
"C1qtnf7",1.46363054600542e-107,0.353014345121585,0.583,0.317,2.69937381599779e-103,"0","C1qtnf7"
"Tril",3.22743255782343e-107,0.315599901980436,0.582,0.325,5.95235386639376e-103,"0","Tril"
"Rrbp1",1.39450674702746e-106,0.30247489773053,0.991,0.901,2.57188879354274e-102,"0","Rrbp1"
"Wipi1",1.47626679229632e-106,0.319381586155044,0.74,0.512,2.7226788450321e-102,"0","Wipi1"
"Klhl13",7.08205069516227e-106,0.282849002584889,0.546,0.289,1.30614260970878e-101,"0","Klhl13"
"Sparc",1.25061429823083e-105,0.326022650197125,1,0.958,2.30650795022712e-101,"0","Sparc"
"Cthrc1",3.44144199511088e-105,0.358832286272331,0.792,0.461,6.347051471583e-101,"0","Cthrc1"
"Gpc6",1.05249903569779e-104,0.284347927749082,0.841,0.494,1.94112397153743e-100,"0","Gpc6"
"Dpysl2",6.99121116438882e-104,0.336778337346831,0.844,0.687,1.28938907504823e-99,"0","Dpysl2"
"Copz2",2.91481784152821e-103,0.33100924467564,0.874,0.673,5.37579854513048e-99,"0","Copz2"
"Dsel",8.1023975036133e-103,0.304652799098991,0.586,0.344,1.4943251715914e-98,"0","Dsel"
"Txndc5",1.44154027987898e-101,0.278547803652431,0.875,0.626,2.6586327381808e-97,"0","Txndc5"
"Dclk1",5.18948265339289e-101,0.282914511714222,0.631,0.352,9.57096285765251e-97,"0","Dclk1"
"Naalad2",8.04908042745226e-101,0.312561717901031,0.566,0.314,1.48449190323502e-96,"0","Naalad2"
"Lgals1",1.40314508008685e-100,0.360647424082748,0.999,0.869,2.58782047120417e-96,"0","Lgals1"
"Spry1",1.64689213850881e-100,0.337123379626589,0.71,0.451,3.0373631710518e-96,"0","Spry1"
"Efs",1.76145844614633e-100,0.266360074970534,0.469,0.234,3.24865781222767e-96,"0","Efs"
"Gm266",1.98123366498945e-99,0.26213118121629,0.29,0.096,3.65398924834004e-95,"0","Gm266"
"Sept8",3.01760969725639e-99,0.310926585832673,0.709,0.494,5.56537756464996e-95,"0","Sept8"
"Mest",5.6392182662587e-99,0.430694572836023,0.774,0.496,1.04004102484609e-94,"0","Mest"
"Scrn1",1.34267779548742e-98,0.273779691386345,0.49,0.253,2.47630065821745e-94,"0","Scrn1"
"Tuba1a",3.16006890700953e-98,0.356820450133351,0.982,0.889,5.82811508519767e-94,"0","Tuba1a"
"Fam46a",4.8617269875899e-98,0.358087801634695,0.587,0.331,8.96648308321205e-94,"0","Fam46a"
"Fam114a1",1.98408425362781e-97,0.300622078517946,0.705,0.478,3.65924658896577e-93,"0","Fam114a1"
"Kdelr2",2.40350914504458e-97,0.308932856190766,0.95,0.799,4.43279191620572e-93,"0","Kdelr2"
"Angptl1",2.5845190119479e-97,0.285716090262242,0.297,0.102,4.7666284137355e-93,"0","Angptl1"
"Clmp",1.20638485335489e-96,0.269146104893422,0.651,0.358,2.22493558504243e-92,"0","Clmp"
"Ebf1",1.22849105038186e-95,0.327845967183232,0.918,0.734,2.26570604421926e-91,"0","Ebf1"
"Jund",2.69806754688709e-95,0.338778041850161,0.99,0.94,4.97604597672386e-91,"0","Jund"
"Cp",3.93434041549288e-95,0.285652605197699,0.516,0.266,7.25610402829352e-91,"0","Cp"
"Atf5",5.38863222804071e-95,0.306111020547613,0.499,0.274,9.93825441817548e-91,"0","Atf5"
"Lhfpl2",8.98004562630018e-95,0.403922830500853,0.65,0.419,1.65618981485854e-90,"0","Lhfpl2"
"Lhfp",3.20026270938071e-94,0.283833259036175,0.935,0.659,5.90224451491085e-90,"0","Lhfp"
"Ccdc80",3.70465760553136e-94,0.352674397641269,0.935,0.68,6.83250002188149e-90,"0","Ccdc80"
"Plxdc2",4.79584584685456e-94,0.372161311453515,0.625,0.371,8.84497849535387e-90,"0","Plxdc2"
"Calu",2.07777523061924e-93,0.299035727262775,0.93,0.797,3.83204085783106e-89,"0","Calu"
"S100a11",3.37222114673229e-93,0.404551230856935,0.995,0.934,6.21938746091836e-89,"0","S100a11"
"Rcn1",4.39200080530228e-93,0.295283214472668,0.877,0.674,8.10016708521899e-89,"0","Rcn1"
"Dbn1",1.03796843490089e-92,0.322082935575844,0.776,0.576,1.91432518448771e-88,"0","Dbn1"
"Ybx3",1.06926155150241e-92,0.288347182116074,0.941,0.833,1.97203907943589e-88,"0","Ybx3"
"Ddah2",2.56982443719218e-92,0.271618687194095,0.963,0.854,4.73952720951354e-88,"0","Ddah2"
"Ahnak",8.10339316311858e-91,0.343186946732496,0.96,0.877,1.49450880107396e-86,"0","Ahnak"
"Ap2a2",1.15977928122788e-90,0.28781301209626,0.796,0.605,2.13898092836858e-86,"0","Ap2a2"
"Bcl7c",3.13836303744423e-90,0.291438542039517,0.898,0.745,5.7880829499584e-86,"0","Bcl7c"
"Rem1",1.28976188333725e-88,0.279200546191321,0.563,0.32,2.37870784143889e-84,"0","Rem1"
"Tmed2",2.57090706411241e-88,0.276388871313445,0.945,0.835,4.74152389834251e-84,"0","Tmed2"
"Slc50a1",3.90721454441139e-88,0.294222461450417,0.824,0.652,7.20607578425794e-84,"0","Slc50a1"
"Nfic",4.11328924148179e-88,0.31445413827427,0.91,0.769,7.58613934806486e-84,"0","Nfic"
"Cd47",4.37460225581799e-88,0.320232481397206,0.876,0.725,8.06807894040511e-84,"0","Cd47"
"Fap",9.6250760632942e-88,0.255726202307514,0.37,0.162,1.77515277835335e-83,"0","Fap"
"Tenm3",1.30434077616486e-87,0.264710777394888,0.472,0.248,2.40559569348085e-83,"0","Tenm3"
"Glis2",2.47743467373875e-87,0.263948914024757,0.515,0.292,4.56913276877639e-83,"0","Glis2"
"Krtcap2",4.02448889794406e-87,0.255654409526943,0.977,0.884,7.42236487447822e-83,"0","Krtcap2"
"Cpq",1.84454357476809e-86,0.283167006751778,0.761,0.536,3.4018917149448e-82,"0","Cpq"
"Zbtb20",1.76100407065714e-85,0.305950779822182,0.935,0.802,3.24781980751296e-81,"0","Zbtb20"
"Smim14",2.12581153055272e-84,0.28278821897176,0.875,0.739,3.92063420579839e-80,"0","Smim14"
"Tmem167",7.1230599974622e-84,0.253547634311805,0.95,0.822,1.31370595533195e-79,"0","Tmem167"
"Srpx",9.00051051719111e-84,0.259234211079203,0.453,0.234,1.65996415468556e-79,"0","Srpx"
"Sptbn1",1.17011193191212e-83,0.253061287565647,0.991,0.918,2.15803743602552e-79,"0","Sptbn1"
"Fkbp9",2.37750444805746e-83,0.277566333779227,0.851,0.666,4.38483145355237e-79,"0","Fkbp9"
"Yipf5",1.94019531194514e-82,0.275653428326064,0.757,0.582,3.57830221382042e-78,"0","Yipf5"
"Creb3l1",2.26268126695606e-82,0.270997455899466,0.595,0.36,4.17306306064705e-78,"0","Creb3l1"
"Phlda1",7.26119062452277e-82,0.365956518898793,0.54,0.308,1.33918138688074e-77,"0","Phlda1"
