"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Sox17",6.30395386204709e-114,1.14630414648572,0.879,0.295,1.13401826024365e-109,"0","Sox17"
"Cxcl12",7.91200599806692e-114,1.58953752000797,0.919,0.373,1.42329075899226e-109,"0","Cxcl12"
"Ly6c1",3.33745690944663e-112,1.10959837008018,0.885,0.254,6.00375123440353e-108,"0","Ly6c1"
"Icam2",3.61386559441773e-111,1.010142954963,0.969,0.363,6.50098281779806e-107,"0","Icam2"
"Slc6a6",1.16024056154082e-107,1.18096451440125,0.903,0.326,2.08715674615578e-103,"0","Slc6a6"
"Alpl",3.08043182417981e-107,0.988161798568444,0.661,0.13,5.54138880851706e-103,"0","Alpl"
"Sox18",6.76957314891115e-107,0.970203190374613,0.885,0.286,1.21777851375763e-102,"0","Sox18"
"Clec14a",1.24859746003303e-102,1.08612538578255,0.843,0.285,2.24610197085341e-98,"0","Clec14a"
"Cdh5",4.35920844024004e-98,0.943658807953729,0.969,0.389,7.84178006314781e-94,"0","Cdh5"
"Col18a1",1.99390195717663e-95,1.00016699199394,0.95,0.401,3.58683023076504e-91,"0","Col18a1"
"Ptprb",4.07360024840874e-95,0.985316160006361,0.969,0.418,7.32799948686249e-91,"0","Ptprb"
"Podxl",6.15670824009646e-95,0.942368434907974,0.843,0.281,1.10753024531095e-90,"0","Podxl"
"Flt1",6.86220602737182e-95,1.00923566953017,0.94,0.38,1.23444224226392e-90,"0","Flt1"
"Cav1",4.10222906993919e-94,1.03916767408079,0.969,0.542,7.3794998739136e-90,"0","Cav1"
"Ecscr",9.58256799116128e-94,0.855385343847131,0.924,0.329,1.72380815593e-89,"0","Ecscr"
"Vegfc",1.40708586984609e-93,0.80441642448193,0.819,0.246,2.53120677126613e-89,"0","Vegfc"
"Slc9a3r2",7.64419373016261e-92,0.99828601048958,0.919,0.398,1.37511401011895e-87,"0","Slc9a3r2"
"Tm4sf1",4.81823059500107e-91,0.915349248424382,0.992,0.682,8.66751501734743e-87,"0","Tm4sf1"
"Amd1",8.50573979015179e-91,1.00621918101579,0.78,0.272,1.53009753085041e-86,"0","Amd1"
"Tspan13",5.664336359756e-87,0.845633514432929,0.78,0.231,1.01895746775651e-82,"0","Tspan13"
"Adgrf5",1.28456897556074e-86,0.859577330187114,0.819,0.264,2.31081113013622e-82,"0","Adgrf5"
"Gja4",1.71637658601683e-85,0.967553390321703,0.9,0.408,3.08758984058568e-81,"0","Gja4"
"Cldn5",2.01261071461777e-84,0.915434694513753,0.969,0.463,3.62048541452591e-80,"0","Cldn5"
"Nrp1",5.61535692423019e-83,0.882923739451006,0.927,0.427,1.01014655709977e-78,"0","Nrp1"
"Tmem88",1.15208882731803e-82,0.829771510942734,0.612,0.15,2.0724925914624e-78,"0","Tmem88"
"Rbp7",4.70182731579698e-82,1.02928279027913,0.711,0.206,8.45811715838718e-78,"0","Rbp7"
"S1pr1",4.80157430313218e-81,0.821214966267124,0.85,0.309,8.63755201390448e-77,"0","S1pr1"
"Eng",1.87864711644061e-80,0.814019554908652,0.898,0.375,3.37949829776501e-76,"0","Eng"
"Stmn2",6.95756101382151e-80,0.962062449504808,0.871,0.343,1.25159565077635e-75,"0","Stmn2"
"Hey1",1.09722576785468e-78,0.880691797916,0.732,0.239,1.97379943379378e-74,"0","Hey1"
"Epas1",3.01399767040347e-78,0.804423017439434,0.953,0.559,5.4218804092888e-74,"0","Epas1"
"Cd36",3.64303138929391e-77,0.971986853790185,0.724,0.226,6.55344916620082e-73,"0","Cd36"
"S100a16",1.17312137802019e-76,0.765060623355304,0.885,0.349,2.11032804692052e-72,"0","S100a16"
"Sema3g",7.16655809990324e-76,0.845109211160248,0.835,0.303,1.28919213659159e-71,"0","Sema3g"
"Egfl7",1.04550638462882e-75,0.762960672709137,0.99,0.497,1.88076143530878e-71,"0","Egfl7"
"Ramp2",2.39798419949641e-75,0.756173861198721,0.958,0.411,4.31373377647408e-71,"0","Ramp2"
"Tspan7",2.35471892920038e-74,0.827363683996994,0.772,0.299,4.23590388173856e-70,"0","Tspan7"
"Glul",6.49217903086023e-74,0.823685031100958,0.745,0.262,1.16787808586145e-69,"0","Glul"
"Fabp4",2.23889592216361e-73,0.739427273586915,1,0.657,4.02754987438012e-69,"0","Fabp4"
"Srgn",4.81005187636216e-72,0.765290160460869,0.814,0.301,8.65280232038789e-68,"0","Srgn"
"Hyal2",3.58636845318401e-71,0.700654184387552,0.559,0.14,6.45151821043272e-67,"0","Hyal2"
"Cd93",3.71349368061893e-71,0.750430380374573,0.953,0.511,6.6802037820654e-67,"0","Cd93"
"Rgs10",6.00989303990971e-71,0.723064154657834,0.643,0.189,1.08111965894936e-66,"0","Rgs10"
"Txnip",1.20674863142157e-70,0.769636594316758,0.887,0.446,2.17082011306427e-66,"0","Txnip"
"Id1",1.9461292932859e-70,0.786060000965526,0.953,0.5,3.500891985692e-66,"0","Id1"
"F11r",2.24800986004351e-70,0.746112128616737,0.764,0.278,4.04394493723227e-66,"0","F11r"
"Esam",5.20918411341215e-70,0.749347244215782,0.911,0.504,9.37080130161711e-66,"0","Esam"
"Ltbp4",1.9639361097379e-69,0.740862699383605,0.987,0.547,3.53292466780752e-65,"0","Ltbp4"
"Fam101b",2.98960079573681e-69,0.787455011852237,0.777,0.287,5.37799287145094e-65,"0","Fam101b"
"Pecam1",3.35903047901403e-69,0.728280321758122,0.976,0.43,6.04255992869833e-65,"0","Pecam1"
"Cyyr1",4.26214196712106e-69,0.717949073332285,0.635,0.185,7.66716718465407e-65,"0","Cyyr1"
"Atp13a3",6.69869565307347e-69,0.907356718338095,0.688,0.236,1.20502836103139e-64,"0","Atp13a3"
"Pdgfb",4.26735470673181e-68,0.723265656587632,0.614,0.181,7.67654438193985e-64,"0","Pdgfb"
"Tm6sf1",4.1926804092787e-67,0.744239447501922,0.612,0.191,7.54221278825146e-63,"0","Tm6sf1"
"Adam15",4.60963765285767e-67,0.727415808473837,0.777,0.314,8.29227717372566e-63,"0","Adam15"
"Gnai2",5.16684118015524e-67,0.657721039625172,0.971,0.641,9.29463059898126e-63,"0","Gnai2"
"Acvrl1",1.58725074234664e-66,0.628681307608766,0.651,0.201,2.85530536040737e-62,"0","Acvrl1"
"Mpzl1",4.68462054108664e-66,0.693334251099887,0.627,0.195,8.42716389136076e-62,"0","Mpzl1"
"Azin1",8.86072492463707e-66,0.756667474520112,0.85,0.401,1.59395580669296e-61,"0","Azin1"
"Mecom",9.60402553005364e-66,0.693634162003122,0.853,0.353,1.72766815260135e-61,"0","Mecom"
"Tmsb4x",1.06924546495767e-65,0.612025044919733,1,0.932,1.92346566691235e-61,"0","Tmsb4x"
"Ly6a",1.56020260791885e-65,0.68268829164013,0.656,0.193,2.80664847138521e-61,"0","Ly6a"
"Cdk19",4.56378788833552e-64,0.673495165777394,0.63,0.203,8.20979803232677e-60,"0","Cdk19"
"Jag2",5.39279041672656e-64,0.588478176485376,0.491,0.11,9.70109068064941e-60,"0","Jag2"
"Fbln5",1.98538167323867e-63,0.653435380353759,0.953,0.423,3.57150309198905e-59,"0","Fbln5"
"Clec2d",1.02547556698836e-62,0.843525632811833,0.759,0.323,1.84472799745535e-58,"0","Clec2d"
"Ace",2.15143008549945e-62,0.620663958030641,0.74,0.264,3.87020758080496e-58,"0","Ace"
"Rdx",3.21187278479663e-62,0.724886001571109,0.84,0.422,5.77783795257065e-58,"0","Rdx"
"Mmrn2",4.48874442443968e-62,0.664931831936657,0.78,0.297,8.07480234512455e-58,"0","Mmrn2"
"Jam2",4.66095537592578e-62,0.606659500220598,0.648,0.201,8.38459262575289e-58,"0","Jam2"
"8430408G22Rik",1.11219370290552e-60,0.916692833467303,0.446,0.099,2.00072525215674e-56,"0","8430408G22Rik"
"Gata2",4.25312243949874e-60,0.591747342596635,0.562,0.156,7.65094195641429e-56,"0","Gata2"
"Prex2",8.21416381261319e-60,0.656135963193877,0.748,0.284,1.47764592825099e-55,"0","Prex2"
"Nebl",1.21315276815634e-58,0.682353677632009,0.564,0.165,2.18234051463643e-54,"0","Nebl"
"Egfl8",1.570359063588e-58,0.7210086025452,0.462,0.109,2.82491891948845e-54,"0","Egfl8"
"Atox1",1.61070992770168e-58,0.653882936482822,0.95,0.612,2.89750608894255e-54,"0","Atox1"
"Fbln2",2.82750536923139e-58,0.656642944726751,0.979,0.491,5.08639940871035e-54,"0","Fbln2"
"S100a13",3.81538186008609e-58,0.674221116310421,0.85,0.397,6.86349042810887e-54,"0","S100a13"
"Mapk3",1.00573708689364e-57,0.59011286386181,0.837,0.388,1.80922044561296e-53,"0","Mapk3"
"Rasgrp3",1.03694775737028e-57,0.67737147051463,0.499,0.131,1.86536532073339e-53,"0","Rasgrp3"
"Tmod3",1.65113732374471e-56,0.668246455409558,0.764,0.333,2.97023093168436e-52,"0","Tmod3"
"Clic1",2.35210176608325e-56,0.593678637719907,0.95,0.566,4.23119586700716e-52,"0","Clic1"
"Kitl",6.51108263148504e-56,0.741671210081791,0.79,0.376,1.17127865457784e-51,"0","Kitl"
"Ehd2",8.74781639150562e-56,0.654627569174286,0.879,0.495,1.57364469066795e-51,"0","Ehd2"
"Ece1",1.05802943679551e-55,0.64195475126087,0.724,0.294,1.90328915385144e-51,"0","Ece1"
"Sema7a",1.2997101327932e-55,0.645624265066164,0.488,0.133,2.33804855788169e-51,"0","Sema7a"
"H2-D1",1.79897389480101e-55,0.637796201017856,0.948,0.526,3.23617413935754e-51,"0","H2-D1"
"Heg1",1.80866227920919e-55,0.616207186023254,0.861,0.374,3.25360257406941e-51,"0","Heg1"
"Mgll",2.49407111235038e-55,0.593226117747409,0.709,0.282,4.4865845240071e-51,"0","Mgll"
"Bst2",7.24392929935184e-55,0.611457111108514,0.617,0.216,1.3031104416604e-50,"0","Bst2"
"Gimap1",1.3446376265352e-54,0.62511475958509,0.53,0.157,2.41886862637418e-50,"0","Gimap1"
"Kdr",3.358174363171e-53,0.61556313014549,0.577,0.181,6.04101986190831e-49,"0","Kdr"
"Lima1",8.39001316059689e-53,0.547939682210937,0.667,0.247,1.50927946745977e-48,"0","Lima1"
"Tek",9.83733592502361e-53,0.558451131702557,0.69,0.254,1.7696383595525e-48,"0","Tek"
"Myct1",1.38711550874947e-52,0.621702216662214,0.625,0.214,2.49528208868943e-48,"0","Myct1"
"Fn1",1.8127115317559e-52,0.693246400934072,0.911,0.528,3.26088677447569e-48,"0","Fn1"
"Vamp5",5.86373453724403e-52,0.610764653396629,0.554,0.183,1.05482720590483e-47,"0","Vamp5"
"Arhgap31",1.44141854457639e-51,0.601406805723078,0.735,0.318,2.59296781983846e-47,"0","Arhgap31"
"Ly6e",2.43095020907334e-51,0.63692742232751,0.732,0.297,4.37303633110204e-47,"0","Ly6e"
"Fam198b",3.25393660266795e-51,0.575138158322349,0.543,0.172,5.85350655453938e-47,"0","Fam198b"
"Lpar4",2.41819327539213e-50,0.738462777518943,0.493,0.145,4.3500878831029e-46,"0","Lpar4"
"Fam181b",2.5846740270285e-50,0.45000936401543,0.341,0.063,4.64957010722157e-46,"0","Fam181b"
"Dll4",4.30068638635807e-50,0.656395248199452,0.546,0.174,7.73650474041954e-46,"0","Dll4"
"Efnb2",9.44444888119967e-50,0.621772820486712,0.753,0.339,1.69896190923901e-45,"0","Efnb2"
"Ceacam1",1.00435764983955e-49,0.510369841343691,0.42,0.103,1.80673897629636e-45,"0","Ceacam1"
"Lgals9",1.09886241678039e-49,0.527798219085476,0.467,0.13,1.97674360154625e-45,"0","Lgals9"
"Bsg",1.27594850161907e-49,0.634901974761239,0.958,0.68,2.29530375956255e-45,"0","Bsg"
"Ptprr",1.69873631511361e-49,0.553796336700509,0.302,0.049,3.05585675725787e-45,"0","Ptprr"
"Lmo1",5.90777570584911e-49,0.637818008532382,0.465,0.133,1.0627497717252e-44,"0","Lmo1"
"Tie1",6.68662425498514e-49,0.482867987156836,0.738,0.296,1.20285683722928e-44,"0","Tie1"
"Eogt",8.4568437265456e-49,0.540973854729664,0.451,0.123,1.52130161796829e-44,"0","Eogt"
"St6galnac3",9.59053340741975e-49,0.546428353346776,0.467,0.132,1.72524105466074e-44,"0","St6galnac3"
"Sh3bgrl3",1.05364562803719e-48,0.534755682454739,0.848,0.451,1.89540312027611e-44,"0","Sh3bgrl3"
"Timp3",2.21196298396348e-48,0.648087123986443,0.871,0.503,3.9791002118519e-44,"0","Timp3"
"Alas1",3.69925430264034e-48,0.643860259705657,0.507,0.162,6.65458856501971e-44,"0","Alas1"
"Col8a1",9.52776203121715e-48,0.484333804304349,0.583,0.193,1.71394911179565e-43,"0","Col8a1"
"Cd2ap",1.20593316420321e-47,0.56408570268017,0.738,0.333,2.16935316908515e-43,"0","Cd2ap"
"Myo10",1.4739621430431e-46,0.582960546103815,0.562,0.202,2.65151049912024e-42,"0","Myo10"
"Notch4",1.53156350762043e-46,0.500816178299683,0.554,0.184,2.75512959385839e-42,"0","Notch4"
"Tmem44",2.22200064373624e-46,0.553976912603715,0.446,0.125,3.99715695801711e-42,"0","Tmem44"
"Adgrl4",2.87033952616364e-46,0.605667910612806,0.436,0.122,5.16345377361577e-42,"0","Adgrl4"
"Arhgap5",4.88064634410265e-46,0.599122452679786,0.614,0.263,8.77979470840625e-42,"0","Arhgap5"
"Efna1",6.54401394388972e-46,0.598784512450155,0.538,0.18,1.17720266836632e-41,"0","Efna1"
"Emcn",9.74645626275618e-46,0.449132371938248,0.446,0.118,1.75329001710721e-41,"0","Emcn"
"Myl12b",1.27549558960089e-45,0.593623635495214,0.782,0.42,2.29448901613305e-41,"0","Myl12b"
"St8sia6",1.29057600045844e-45,0.494967819752626,0.294,0.053,2.32161716722469e-41,"0","St8sia6"
"Rps27",9.41779756766196e-45,0.45326405001943,0.995,0.811,1.69416760444671e-40,"0","Rps27"
"Cd81",1.75325067019425e-44,0.558741161384759,0.958,0.673,3.15392263061244e-40,"0","Cd81"
"Anxa3",2.02385581757594e-44,0.462619341020491,0.74,0.334,3.64071423023736e-40,"0","Anxa3"
"Cav2",3.09211878500375e-44,0.637784806161711,0.732,0.377,5.56241248234325e-40,"0","Cav2"
"Dnm3",3.6483267591268e-44,0.4622213637084,0.299,0.054,6.5629750069932e-40,"0","Dnm3"
"Ptprg",7.56197694526127e-44,0.594872386778456,0.572,0.223,1.36032403268305e-39,"0","Ptprg"
"Pcsk5",1.24178915113901e-43,0.649926935527076,0.572,0.217,2.23385450398396e-39,"0","Pcsk5"
"Sdpr",1.35684271839281e-43,0.504912183065892,0.848,0.433,2.44082436611683e-39,"0","Sdpr"
"Gper1",1.41512881289727e-43,0.608244475267553,0.381,0.099,2.54567522152091e-39,"0","Gper1"
"Rasip1",1.4838524613599e-43,0.450639258514725,0.761,0.322,2.66930219274033e-39,"0","Rasip1"
"Mast4",2.44378782888204e-43,0.53268294615737,0.882,0.539,4.3961299253759e-39,"0","Mast4"
"Serpinf1",3.37096992751797e-43,0.385981241774724,0.656,0.246,6.06403780261207e-39,"0","Serpinf1"
"Ifitm2",4.51791455718598e-43,0.47880142362032,0.979,0.69,8.12727649692185e-39,"0","Ifitm2"
"Fxyd5",4.63498866780991e-43,0.517907254292536,0.64,0.261,8.33788111452325e-39,"0","Fxyd5"
"Fbn1",4.80543733737705e-43,0.599069404805693,0.819,0.47,8.64450122620758e-39,"0","Fbn1"
"Sema6a",5.42483657525681e-43,0.565799829035304,0.556,0.201,9.75873851522947e-39,"0","Sema6a"
"Arpc1b",6.11637406756151e-43,0.454183980989579,0.895,0.501,1.10027453101364e-38,"0","Arpc1b"
"Lims2",8.86902267541735e-43,0.502746208324623,0.635,0.27,1.59544848908083e-38,"0","Lims2"
"Elk3",1.4080354898842e-42,0.518748238965654,0.677,0.3,2.53291504275269e-38,"0","Elk3"
"Prcp",2.61591096078431e-42,0.498171599987394,0.438,0.133,4.7057622273549e-38,"0","Prcp"
"Mllt4",8.17056609033469e-42,0.508541457055782,0.646,0.269,1.46980313399031e-37,"0","Mllt4"
"Ehd1",9.30160628202319e-42,0.512635029552786,0.732,0.368,1.67326595407315e-37,"0","Ehd1"
"Marcks",1.09077015138317e-41,0.450982236838213,0.811,0.392,1.96218642532319e-37,"0","Marcks"
"Crip2",3.44171966455972e-41,0.470698765236537,0.987,0.712,6.19130950457649e-37,"0","Crip2"
"Anp32a",5.56030721817229e-41,0.513540968369672,0.766,0.413,1.00024366547701e-36,"0","Anp32a"
"Cdkn1c",7.09751433491312e-41,0.663458185152158,0.675,0.314,1.27677185370752e-36,"0","Cdkn1c"
"Ablim1",7.33283725009342e-41,0.481351881166138,0.635,0.261,1.31910409291931e-36,"0","Ablim1"
"Abcb1a",1.03947757361305e-40,0.49251197269052,0.352,0.088,1.86991620717251e-36,"0","Abcb1a"
"Clic4",1.59970371488217e-40,0.478114117363502,0.816,0.45,2.87770701270153e-36,"0","Clic4"
"Jup",1.68927027170413e-40,0.49190243346827,0.606,0.257,3.03882829176856e-36,"0","Jup"
"Ets1",1.71585402399611e-40,0.566054815995382,0.633,0.266,3.0866498037666e-36,"0","Ets1"
"Tcf4",1.78291489436547e-40,0.486047341255041,0.934,0.558,3.20728560347404e-36,"0","Tcf4"
"App",2.52725373480594e-40,0.576215323097875,0.837,0.501,4.54627674354241e-36,"0","App"
"Eps8l2",3.37030673687825e-40,0.473234321821892,0.391,0.108,6.06284478897028e-36,"0","Eps8l2"
"Cnn3",3.8231734171213e-40,0.462976902161796,0.667,0.311,6.87750666005951e-36,"0","Cnn3"
"9430020K01Rik",4.5523883934794e-40,0.406339877556612,0.575,0.219,8.1892914810301e-36,"0","9430020K01Rik"
"Adgrg1",4.83248851343961e-40,0.425973380464542,0.37,0.097,8.69316358682651e-36,"0","Adgrg1"
"Rab11a",5.31865203877392e-40,0.493288232455475,0.719,0.375,9.5677231525504e-36,"0","Rab11a"
"Trim47",7.97606557623452e-40,0.510209036821226,0.638,0.274,1.43481443650883e-35,"0","Trim47"
"Aif1l",8.18949115520667e-40,0.409766589886181,0.307,0.066,1.47320756391013e-35,"0","Aif1l"
"Aplp2",9.36876864505504e-40,0.505948023688576,0.835,0.511,1.68534779155895e-35,"0","Aplp2"
"Ppic",1.3645535188241e-39,0.523451213125948,0.827,0.478,2.45469532501267e-35,"0","Ppic"
"Pdgfd",1.55042359611271e-39,0.475867974713946,0.339,0.084,2.78905700704715e-35,"0","Pdgfd"
"Slc26a10",2.04904941763279e-39,0.561433582534034,0.323,0.074,3.68603499737963e-35,"0","Slc26a10"
"Tmem100",2.23123294034905e-39,0.689211688964483,0.585,0.247,4.0137649363939e-35,"0","Tmem100"
"Jag1",2.3222279544659e-39,0.572529958147966,0.816,0.468,4.1774558672887e-35,"0","Jag1"
"Adgre5",5.06912050553625e-39,0.508228404213746,0.567,0.23,9.11884087740917e-35,"0","Adgre5"
"Map4k3",7.40723498459792e-39,0.502621672844733,0.535,0.203,1.33248750137932e-34,"0","Map4k3"
"Tgfbr2",7.69635731326653e-39,0.507194909271927,0.53,0.212,1.38449771708352e-34,"0","Tgfbr2"
"Dach1",1.167346287877e-38,0.525501655199285,0.328,0.079,2.09993923726194e-34,"0","Dach1"
"Ak3",1.53497882738655e-38,0.424413518567152,0.404,0.127,2.76127341258566e-34,"0","Ak3"
"Pik3r3",1.95094161393802e-38,0.445454190226186,0.446,0.141,3.5095488693131e-34,"0","Pik3r3"
"Orai1",2.0637938848717e-38,0.520752340229661,0.543,0.219,3.71255881949571e-34,"0","Orai1"
"Ddah2",2.47087969276596e-38,0.38869564338732,0.727,0.352,4.44486547931669e-34,"0","Ddah2"
"Htra1",4.81063437535715e-38,0.511841502190418,0.824,0.459,8.65385017782999e-34,"0","Htra1"
"Tmem178",5.43922211631705e-38,0.474585844208445,0.394,0.115,9.78461666504274e-34,"0","Tmem178"
"Smco4",5.62507184211357e-38,0.442757967939246,0.499,0.183,1.01189417367781e-33,"0","Smco4"
"Flnb",6.86608270334388e-38,0.474293114832464,0.486,0.168,1.23513961750453e-33,"0","Flnb"
"4931406P16Rik",6.97981785043732e-38,0.456156414021659,0.738,0.372,1.25559943311517e-33,"0","4931406P16Rik"
"Ifitm3",7.30975199460953e-38,0.470335963025799,0.963,0.67,1.31495128631031e-33,"0","Ifitm3"
"Plcb1",7.82943248918637e-38,0.464949418396031,0.391,0.114,1.40843661047974e-33,"0","Plcb1"
"She",2.1289884384348e-37,0.39541010868329,0.606,0.239,3.82983730190037e-33,"0","She"
"Rps11",3.24996500265769e-37,0.36639117781912,0.987,0.839,5.84636204328092e-33,"0","Rps11"
"Tmed10",3.33142543843334e-37,0.403242342745654,0.782,0.443,5.99290122119774e-33,"0","Tmed10"
"S100a4",7.96069462725004e-37,0.702897176525286,0.522,0.197,1.43204935649601e-32,"0","S100a4"
"Arhgef15",1.49377309495836e-36,0.512562913893611,0.415,0.134,2.68714842052059e-32,"0","Arhgef15"
"Nav1",1.59456914577253e-36,0.445037750624983,0.535,0.211,2.86847043633021e-32,"0","Nav1"
"Cd151",1.61077367575117e-36,0.452745249125931,0.701,0.372,2.89762076530878e-32,"0","Cd151"
"Itpr3",1.76634365040599e-36,0.453438674109477,0.412,0.13,3.17747559271534e-32,"0","Itpr3"
"Ptprm",2.25917877256803e-36,0.454441881444231,0.562,0.232,4.06403669397264e-32,"0","Ptprm"
"Cd38",2.27308159633974e-36,0.417019919253092,0.333,0.087,4.08904648365556e-32,"0","Cd38"
"Cd34",3.90645068404075e-36,0.322777244977656,0.703,0.292,7.02731413552091e-32,"0","Cd34"
"Arf5",3.98640889285572e-36,0.45458653669415,0.848,0.529,7.17115095735816e-32,"0","Arf5"
"Fgfr3",7.88775488823543e-36,0.432796726513697,0.433,0.14,1.41892822684467e-31,"0","Fgfr3"
"Cbfa2t3",1.40494902811472e-35,0.507406462438771,0.546,0.224,2.52736280667557e-31,"0","Cbfa2t3"
"Calm1",2.19319866573635e-35,0.450059360296691,0.976,0.705,3.94534507979312e-31,"0","Calm1"
"Rps6ka3",5.16625661140272e-35,0.446742707868325,0.509,0.202,9.29357901825234e-31,"0","Rps6ka3"
"Ctnnb1",5.51026911940758e-35,0.456451588793431,0.871,0.541,9.91242311890229e-31,"0","Ctnnb1"
"Kif26a",5.5363768706818e-35,0.430468696265843,0.407,0.133,9.95938835266949e-31,"0","Kif26a"
"Polr2e",6.3182816686478e-35,0.45338305980655,0.535,0.236,1.13659568937305e-30,"0","Polr2e"
"Crispld1",9.1537070227147e-35,0.415444358299183,0.402,0.124,1.64666035631615e-30,"0","Crispld1"
"Tspo",9.18500156436116e-35,0.484452274900547,0.766,0.447,1.65228993141293e-30,"0","Tspo"
"Hhex",1.19935983399943e-34,0.450219648555969,0.32,0.086,2.15752840538157e-30,"0","Hhex"
"Nhsl2",1.28431621793145e-34,0.521297385116313,0.451,0.164,2.31035644443689e-30,"0","Nhsl2"
"Cpd",1.47734812834221e-34,0.481279562158304,0.625,0.301,2.6576015480748e-30,"0","Cpd"
"Itm2b",2.71736081994873e-34,0.405947259152444,0.982,0.756,4.88826037900577e-30,"0","Itm2b"
"Fli1",3.06933131068387e-34,0.47503201972165,0.425,0.145,5.52142009478921e-30,"0","Fli1"
"Rnf7",3.90835891266061e-34,0.477401770043179,0.677,0.363,7.03074684798516e-30,"0","Rnf7"
"Hspa12b",5.1676994933377e-34,0.423160681057878,0.388,0.122,9.29617461856518e-30,"0","Hspa12b"
"Dync1h1",5.60116254746441e-34,0.46501883448017,0.672,0.344,1.00759313066337e-29,"0","Dync1h1"
"Tmbim6",6.37339231774885e-34,0.463269604829363,0.769,0.447,1.14650954403984e-29,"0","Tmbim6"
"Pcdh1",7.34539033468248e-34,0.496009197238698,0.407,0.14,1.32136226730603e-29,"0","Pcdh1"
"Tubb2a",8.25912125812304e-34,0.409335617752591,0.562,0.242,1.48573332312375e-29,"0","Tubb2a"
"Palmd",9.26380725868852e-34,0.37695382171877,0.646,0.276,1.66646628776548e-29,"0","Palmd"
"Mxd4",9.5052675530946e-34,0.438643584989221,0.648,0.322,1.70990258012619e-29,"0","Mxd4"
"Nos3",9.76625707676073e-34,0.419831587661992,0.562,0.233,1.75685198553849e-29,"0","Nos3"
"Nfib",1.03377620243613e-33,0.453933652279018,0.864,0.555,1.85966001056235e-29,"0","Nfib"
"Alox12",1.19797628974151e-33,0.350731568504125,0.252,0.052,2.155039547616e-29,"0","Alox12"
"Nck1",1.27843363129774e-33,0.45617195825987,0.517,0.214,2.2997742593415e-29,"0","Nck1"
"Tmem59",1.67240865820828e-33,0.443929822059813,0.811,0.484,3.00849593525087e-29,"0","Tmem59"
"Rps21",1.76624802558845e-33,0.319988784143226,0.992,0.843,3.17730357323107e-29,"0","Rps21"
"Msx1",1.84692772504933e-33,0.466932362141026,0.325,0.09,3.32243828459124e-29,"0","Msx1"
"Msn",1.88103945603452e-33,0.385348450578859,0.864,0.52,3.3838018774605e-29,"0","Msn"
"Crybg3",2.95659028452936e-33,0.424714554012022,0.312,0.084,5.31861026283986e-29,"0","Crybg3"
"C130074G19Rik",2.95749966123488e-33,0.382142571134298,0.409,0.136,5.32024614059543e-29,"0","C130074G19Rik"
"Tox2",3.06083190347637e-33,0.355996251215336,0.328,0.089,5.50613051116364e-29,"0","Tox2"
"Kctd12b",3.51383044790954e-33,0.576257858132392,0.37,0.116,6.32102959274447e-29,"0","Kctd12b"
"Agrn",4.78785924086862e-33,0.443390670088338,0.63,0.309,8.61287998839855e-29,"0","Agrn"
"Klf2",6.64718693698774e-33,0.387883752769155,0.982,0.716,1.19576245809472e-28,"0","Klf2"
"Id3",6.73664836083613e-33,0.392544093646746,0.958,0.637,1.21185567363081e-28,"0","Id3"
"Wasf2",8.57509040566799e-33,0.434365942280619,0.696,0.362,1.54257301307562e-28,"0","Wasf2"
"Tcf15",1.34508091544349e-32,0.546171532893408,0.588,0.283,2.4196660587913e-28,"0","Tcf15"
"Ssu72",2.85627926375593e-32,0.46823153985632,0.604,0.311,5.13816076757055e-28,"0","Ssu72"
"Lrrc8c",3.03113859400035e-32,0.48770420493661,0.417,0.155,5.45271521674723e-28,"0","Lrrc8c"
"Ucp2",3.03770308991079e-32,0.464651367836449,0.588,0.259,5.46452408844052e-28,"0","Ucp2"
"Actn4",3.41936593188407e-32,0.47104485354086,0.848,0.535,6.15109737486625e-28,"0","Actn4"
"Ifi203",6.59241935904663e-32,0.418291868577145,0.42,0.147,1.1859103184989e-27,"0","Ifi203"
"Actg1",6.80710348603361e-32,0.424982776465599,0.987,0.792,1.22452984610259e-27,"0","Actg1"
"Plat",7.21147475134837e-32,0.443127514594411,0.472,0.183,1.29727219302006e-27,"0","Plat"
"Itpkb",8.50503968061961e-32,0.438799296144815,0.483,0.192,1.52997158814666e-27,"0","Itpkb"
"Gja5",1.08689905348139e-31,0.461765231311206,0.438,0.154,1.95522270730766e-27,"0","Gja5"
"Ybx1",1.27169982692522e-31,0.330786255982495,0.982,0.719,2.28766081865578e-27,"0","Ybx1"
"Fat4",1.2832572810952e-31,0.399495079967357,0.325,0.095,2.30845152296215e-27,"0","Fat4"
"Ctnnbip1",1.32945515782241e-31,0.39597185847669,0.507,0.212,2.39155688340674e-27,"0","Ctnnbip1"
"Myl12a",1.86792696714469e-31,0.405439793889038,0.877,0.577,3.36021382119658e-27,"0","Myl12a"
"Ephb4",2.35559563203015e-31,0.429571439628479,0.407,0.144,4.23748098245904e-27,"0","Ephb4"
"Plod1",2.39920290250942e-31,0.464260134367277,0.528,0.234,4.3159261013242e-27,"0","Plod1"
"Smad6",4.97950705493436e-31,0.474376123130489,0.404,0.143,8.95763524112143e-27,"0","Smad6"
"Abhd17a",5.4744302249411e-31,0.43659834565601,0.664,0.355,9.84795253164655e-27,"0","Abhd17a"
